commit_id,project,fix_date,buggy,fix,date,gap,target,HV,TE,DD,DD_HV,MDNL,NB,EC,NOP,NOGV,NOMT,II
62f30afabae369ce4a81e03457ee5999c59b9fb0,flink,,False,False,2010-12-18 00:07:10,,done,614.3374596590115,4.805557965374261,24.333333333333332,0.037181396568944876,0.0,0.0,0.5730769230769232,1.0,0.10256410256410257,19.0,0.639453357100416
4cdb77107316f9ece891a9b5781ecf4c10fcb041,flink,,False,False,2010-12-23 02:37:07,,done,11.60964047443681,3.773557262275185,1.0,0.08613531161467862,0.0,0.0,0.0,1.0,0.0,8.0,0.1875
e5a3a59b33d4d5877588e159db2f5bcea6bad7f4,flink,,False,False,2010-12-29 05:12:45,,done,1981.15205927041,5.349443070885938,61.0,0.03323015973443,0.0,0.0,0.9455128205128205,1.5,0.32727272727272727,20.0,0.5505952380952381
fcf2afebfb123527f2a72be2392efb35c45ceb2a,flink,,False,False,2010-12-29 07:00:14,,done,29.17690854519953,4.020773500841511,2.75,0.12705938587962873,0.0,0.0,0.25,1.0,0.5,12.5,0.3980429292929293
816369425177cedc696f93b6daeedc31e601dd52,flink,,False,False,2011-01-06 04:57:38,,done,614.3374596590115,4.805557965374261,24.333333333333332,0.037181396568944876,0.0,0.0,0.5730769230769232,1.0,0.10256410256410257,19.0,0.639453357100416
5cf06bdfb63382cef07b26db0a63045e0e3004de,flink,,False,False,2011-01-06 04:57:46,,done,11.60964047443681,3.773557262275185,1.0,0.08613531161467862,0.0,0.0,0.0,1.0,0.0,8.0,0.1875
03ce1925cde3637bf51209da8d0a9dbf9fbb4eab,flink,,False,False,2011-01-06 22:02:56,,done,1585.6707253706743,5.2618444436335645,59.0,0.03720822933538605,0.0,0.0,0.9285714285714286,1.0,0.1111111111111111,28.0,0.6753246753246753
78cee55f0fc0c43885fc2254e2b14939e17224ee,flink,,False,False,2011-01-08 00:44:48,,done,1665.9954278908663,5.6613695832589865,69.0,0.04141668028906497,2.0,0.0,0.6956521739130435,0.0,0.21428571428571427,32.0,0.627906976744186
ad802effff6a33ee7f83bb50a1099eae3c697956,flink,,False,False,2011-01-08 02:23:31,,done,584.1196963450386,4.8391190460179905,21.3,0.036394888344202944,1.1,0.0,0.6256083771301162,1.3,0.2556818181818182,21.2,0.5391688399987191
058f5ec785c29a580216c12faab9bd7f320efdf2,flink,,False,False,2011-01-08 03:09:29,,done,7424.062536733657,5.1586848907447,157.0,0.02307986188107734,1.0,0.0,0.8350774748824135,0.0,0.24670441347270616,22.25,0.6975403225806451
b5e21190354a1f5a8438902f0ba36d4365c28c5a,flink,,False,False,2011-01-08 03:11:56,,done,600.126112982561,4.511891731262565,25.0,0.04165791066106545,1.0,0.0,0.5,0.0,0.8888888888888888,19.0,0.6666666666666666
c32ad03289a65039dc694861fd456f5815ec9e71,flink,,False,False,2011-01-10 22:00:55,,done,293.437600046154,4.15004609676335,13.0,0.0443024343095611,0.0,0.0,0.5,0.0,1.0,9.0,0.6216216216216216
991844b95a54903c4b8d07dad219b7e34cf9115f,flink,,False,False,2011-01-10 22:05:27,,done,1887.2604456576219,5.622772798487336,76.0,0.0402700115794127,2.0,0.0,0.6956521739130435,0.0,0.21428571428571427,27.0,0.631578947368421
5a906dedb3d3c0300b8165bb0a31df087a3e1860,flink,,False,False,2011-01-11 22:33:06,,done,310.37080527953736,4.748004355388594,12.0,0.03605682256519238,1.0,0.0,0.6388888888888888,0.6666666666666666,0.5444444444444444,15.0,0.625
4db616f96612173258550fed83518d9455308085,flink,,False,False,2011-01-11 23:21:44,,done,185.75424759098897,4.626844900966206,5.0,0.02691728487958707,0.0,0.0,0.6,0.0,0.75,16.0,0.7142857142857143
bda4f9385210cf981b8c6b4626dba49ca6f68f3b,flink,,False,False,2011-01-14 20:16:41,,done,378.3781160949456,4.7193736940285005,16.0,0.05871382226373622,0.3333333333333333,0.0,0.9474358974358975,2.8333333333333335,0.13412698412698412,23.833333333333332,0.4158459595959596
f850e77d4ba974eab8ec51636ac58a90ab472d40,flink,,False,False,2011-01-22 04:06:11,,done,130.79881092001085,4.348143353246925,5.0,0.03822664720597282,0.0,0.0,0.6666666666666666,1.0,0.3333333333333333,17.0,0.5909090909090909
d9a2914d0c3fc866e16a2cc4b67f83198a71a16c,flink,,False,False,2011-01-22 04:18:28,,done,275.09775004326934,4.4612756441163715,11.0,0.039985786864014126,0.0,0.0,1.0,1.0,0.6666666666666666,13.0,0.6470588235294118
b7da564a568c38d7d2f8c43dd4388892eb2def3c,flink,,False,False,2011-01-25 03:52:18,,done,1702.9001447706462,4.768598123459566,64.0,0.03758294354283456,3.0,0.0,0.7941176470588235,1.0,0.4,19.0,0.6714285714285714
558f8e80b761c53e1dde10c07d84cc486feb6711,flink,,False,False,2011-01-25 18:32:00,,done,1194.2366031106922,4.50084495017674,33.0,0.027632715254283055,2.0,2.0,0.5,2.0,0.3333333333333333,22.0,0.6538461538461539
cc7c32127d0419ddddadba4864ac123f0f2c0845,flink,,False,False,2011-01-25 22:07:14,,done,592.485390031647,4.403400435851842,18.5,0.03177668551584573,0.0,0.0,1.0,4.5,0.30952380952380953,27.5,0.5833333333333333
cb1e77871fc50ab40e010d5ce4d4ca1dd74f5f4e,flink,,False,False,2011-01-27 05:55:43,,done,57.3594000115385,4.100816878908575,2.0,0.034867868206391234,0.0,0.0,0.2,0.0,0.5,11.0,0.5
d4e9af3971d2462690ce3e8d18b55e162d8c5691,flink,,False,False,2011-01-27 22:47:44,,done,1405.743106843494,5.364570928345873,49.0,0.03485700890970496,1.0,0.0,0.8461538461538461,0.0,0.44,30.0,0.5056179775280899
