commit_id,project,buggy,date,repo,gap,LA,LD,NF,ND,NS,Entropy,NDEV,AGE,NUC,EXP,REXP,SEXP,target,LT,fix_date,fix,HV,TE,DD,DD_HV,MDNL,NB,EC,NOP,NOGV,NOMT,II
a322a829a586cf03685152f06cc7025d66062202,groovy,False,2003-09-11 23:54:46,groovy,,58,0,1,1,1,0.0,1.0,0.0,1.0,10,10.0,6.0,done,812.0,,False,9030.913261017537,4.87475900942481,109.0,0.0120696541811009,5.0,74.0,0.8888888888888888,0.0,0.2222222222222222,27.0,0.030037546933667
a93ff66772451264ef054ed19e98448d3f01953b,groovy,False,2003-09-11 23:58:05,groovy,,2,3,1,1,1,0.0,2.0,0.0,2.0,11,11.0,7.0,done,870.0,,False,9009.814864969474,4.871746033042323,105.0,0.0116539575533615,5.0,74.0,0.8888888888888888,0.0,0.2222222222222222,27.0,0.0288220551378446
fae44a3dbc26273587a40250d4fa94ff8b2c22a9,groovy,False,2003-09-11 23:59:22,groovy,,2,0,1,1,1,0.0,2.0,0.0,3.0,12,12.0,8.0,done,869.0,,False,9016.848287971012,4.876387783863252,109.0,0.0120884810877224,5.0,75.0,0.8888888888888888,0.0,0.2222222222222222,27.0,0.03
1b3f8b9f8a7432daa6f9b49f4a703fa1097e96c4,groovy,False,2003-09-12 00:43:56,groovy,,21,3,2,2,1,0.811278124459133,1.0,0.0,3.5,16,16.0,12.0,done,1936.0,,False,5017.297125325306,4.734851852406475,63.0,0.0158937869460226,3.5,40.5,0.5168831168831168,0.0,0.2777777777777778,18.5,0.0145102781136638
8b51c36c2360acfbbe7b2b572121f6d447b82a07,groovy,False,2003-09-12 01:01:27,groovy,,4,0,1,1,1,0.0,1.0,0.0,1.0,23,23.0,3.0,done,70.0,,False,44.97261104228487,4.0472990984266435,2.0,0.0444715117412135,0.0,0.0,0.0,1.0,0.0,7.0,0.0
6ba7af92409900eb55e0dd46c9b71ea535357feb,groovy,False,2003-09-12 01:07:46,groovy,,49,9,3,3,1,0.942333447095288,0.666666666666667,0.0,1.33333333333333,24,24.0,4.0,done,603.0,,False,381.55971309377543,4.128530905226081,5.0,0.0131041088155215,1.0,0.0,0.25,1.0,0.0,12.0,0.0
192b631e7be302ecde822546ba70a9853ddbda01,groovy,False,2003-09-12 01:37:42,groovy,,2,2,2,2,1,1.0,1.0,0.0,2.5,19,19.0,14.0,done,1325.0,,False,53.50439718141092,3.844595599456275,2.0,0.0438149380243962,0.0,0.0,0.25,0.0,1.0,18.0,0.0
192543f43bf728e3ed887744fa0fcaf33dc460ed,groovy,False,2003-09-12 01:39:12,groovy,,2,2,2,2,1,1.0,1.0,0.0,3.5,20,20.0,15.0,done,1325.0,,False,46.97218125612983,3.837772156717038,2.0,0.0467114388707438,0.0,0.0,0.0,0.0,1.0,15.0,0.0
bbadbfd40824d8491df547a8b20f790830ee94a7,groovy,False,2003-09-12 01:45:19,groovy,,5,3,2,1,1,1.0,1.0,0.0,3.5,21,21.0,16.0,done,1665.0,,False,353.2176695386422,4.23807399186142,4.5,0.0134488088300443,1.0,0.5,0.2083333333333333,0.5,0.0,14.0,0.0
9d244e987eb3611331b3cbebb1e936ae5e70862e,groovy,False,2003-09-12 03:17:37,groovy,,27,36,1,1,1,0.0,1.0,0.0,3.0,28,28.0,7.0,done,815.0,,False,407.30041599100673,4.364540562709807,22.0,0.0649528528596159,0.0,0.0,0.9074074074074074,1.0,0.5686274509803922,17.333333333333332,0.0
45504114aa13670726bd204e29c3e5a8bdc356f4,groovy,False,2003-09-12 05:04:11,groovy,,57,14,3,2,1,1.477972631911,0.666666666666667,0.0,5.66666666666667,24,24.0,19.0,done,1705.0,,False,300.2105370915951,4.526246081333136,10.166666666666666,0.0339992078854432,0.8333333333333334,0.5,0.1716269841269841,0.6666666666666666,0.1861111111111111,15.5,0.0
65f8c34b408ec4ca6ce16f35dfd47dbb100f978e,groovy,False,2003-09-12 05:12:09,groovy,,31,5,2,1,1,0.183122068301373,1.0,0.0,7.0,25,25.0,20.0,done,1736.0,,False,618.5436166741564,4.3769554999304425,10.333333333333334,0.0167218155980159,1.3333333333333333,3.6666666666666665,0.2063492063492063,0.6666666666666666,0.2222222222222222,16.333333333333332,0.0
eb885b0bdbf61bb0a8f37bc4dd4248c4beb9d2e3,groovy,False,2003-09-12 05:58:07,groovy,,0,4,1,1,1,0.0,2.0,0.0,9.0,28,28.0,23.0,done,1144.0,,False,108.41805003750012,4.314709012294351,2.0,0.0184471128129331,1.0,1.0,0.0,0.0,0.0,8.0,0.0
5bc34028c9e802c2219c670dbabfb7aebb91584e,groovy,False,2003-09-19 00:03:25,groovy,,33,4,3,3,2,1.20684783199738,0.666666666666667,0.0,9.33333333333333,58,58.0,0.0006060572641253,done,785.0,,False,189.98960215439456,4.536133158622594,9.0,0.0473710134551793,0.0,0.0,0.3333333333333333,1.0,0.1666666666666666,18.0,0.0
9fa095a4774516bba3a725246afdc8b7d44ccbd9,groovy,False,2003-09-19 03:00:37,groovy,,47,3,2,1,1,0.826746372492618,1.0,2.5,13.0,33,33.0,28.0,done,1958.0,,False,740.1962994188705,4.671093935088196,18.0,0.028321251700826,1.0,4.0,0.3809523809523809,0.5,0.1964285714285714,15.0,0.0
c8d36fce6c447b6a861d929e6fd222bd621f532c,groovy,False,2003-09-19 03:05:31,groovy,,0,4,1,1,1,0.0,2.0,0.0,16.0,34,34.0,29.0,done,800.0,,False,239.72242562519568,4.597383838558076,8.0,0.033371929969155,0.0,0.0,0.3333333333333333,1.0,0.0,18.0,0.0
901b3294774cdd73c5591233f01a9b2f875310ae,groovy,False,2003-09-24 02:38:27,groovy,,11,15,3,3,3,1.19511845830805,0.666666666666667,0.0,21.0,77,77.0,0.0014285063046294,done,1200.0,,False,1043.4520883026382,4.678385995330899,47.0,0.0450427964320373,0.0,0.0,0.75,1.0,0.6842105263157895,32.0,0.0
7444652de672344da40a46c6b7846f82aa8ee015,groovy,False,2003-09-25 02:26:35,groovy,,0,4,1,1,1,0.0,1.0,0.0,5.0,85,85.0,58.0,done,543.0,,False,787.479712601683,5.062798155773853,41.0,0.0520648333460474,1.0,0.0,0.8666666666666667,2.0,0.2941176470588235,17.0,0.0
8aaa352a5ae8e0385b18518cecfcbb9574a0b3fd,groovy,False,2003-09-25 19:56:42,groovy,,54,28,5,3,2,1.32093504126221,0.4,0.0,14.2,91,91.0,0.0006060572641253,done,1265.0,,False,206.81934759820803,4.652846770612819,15.0,0.0725270637113738,0.0,0.0,0.75,1.0,0.7,17.0,0.0
d89ec6f75a1c4853517e43cb3df1cc7108b67c9b,groovy,False,2003-10-04 20:37:53,groovy,,18,1,1,1,1,0.0,2.0,8.0,17.0,49,49.0,40.0,done,1385.0,,False,340.86001036377274,4.6735502180824495,11.0,0.0322713127546425,0.0,0.0,0.25,0.0,0.25,18.0,0.0
149de3deb79bb4b7f03995b46f6b002840d027a6,groovy,False,2003-10-06 10:05:01,groovy,,48,5,3,2,1,1.48250560686441,0.666666666666667,0.0,14.0,53,53.0,44.0,done,2405.0,,False,467.96334371216653,4.560701852850857,15.666666666666666,0.0351591435156365,0.6666666666666666,0.0,0.4656084656084656,1.0,0.1388888888888888,13.0,0.0
2731d2cb54338969aca4883d390979ae0d8d0883,groovy,False,2003-10-07 03:04:42,groovy,,10,1,1,1,1,0.0,2.0,0.0,26.0,124,124.0,94.0,done,953.0,,False,453.9954707422608,4.508603630553799,11.0,0.0242293166097351,0.0,0.0,0.3333333333333333,1.0,0.2,13.0,0.0
03eabc785d4d5bf11ce5cb68d142757c96d1f2ce,groovy,False,2003-10-08 04:11:58,groovy,,13,22,7,2,1,2.51169755008322,0.285714285714286,0.5714285714285711,8.142857142857139,56,56.0,47.0,done,1548.0,,False,291.4788597076543,4.599511674695462,12.0,0.0411693664920869,0.0,0.0,0.2857142857142857,0.0,0.25,14.0,0.0
a5526d7078ad53122d920c47dc1a1b9e8e5c3619,groovy,False,2003-10-08 07:07:07,groovy,,191,197,29,5,1,4.20062787979223,0.0689655172413793,1.9655172413793105,6.51724137931035,59,59.0,50.0,done,3941.0,,False,1389.8997662010197,4.108307476377208,18.571428571428573,0.0712364122657251,0.7142857142857143,10.857142857142858,0.2706766917293233,0.5714285714285714,0.6269841269841269,10.571428571428571,0.0039349871685201
4fde6d5f44e7587eea10554f8bdf71aa284e6fb1,groovy,False,2003-10-09 08:33:32,groovy,,46,17,3,2,1,0.8467005790954809,0.666666666666667,0.333333333333333,11.333333333333302,62,62.0,53.0,done,1472.0,,False,276.04668535976464,4.2683368642454615,12.5,0.0652699892514161,0.5,0.5,0.25,1.0,0.0909090909090909,12.0,0.0
d1f70c83368b5c2f4ad945988ce42bf412c13c99,groovy,False,2003-10-28 18:44:06,groovy,,2,1,1,1,1,0.0,2.0,0.0,34.0,148,148.0,114.0,done,1056.0,,False,76.14709844115208,4.265583322887734,4.0,0.0525299070074387,0.0,0.0,0.3333333333333333,1.0,0.0,13.0,0.0
5fca5512e13537a31c94b66c42f63862107706c5,groovy,False,2003-10-28 20:41:29,groovy,,6,1,2,2,2,0.985228136034252,0.5,0.0,32.5,149,149.0,0.0006060572641253,done,17.0,,False,97.67226489021296,4.21175054360081,2.0,0.0204766419847852,0.0,0.0,0.6666666666666666,2.0,0.0,20.0,0.0
cd0e16c366a3f92d3f9d5f961cdbd6aacbe458b0,groovy,False,2003-10-30 21:41:00,groovy,,106,14,5,3,2,1.49116178284498,0.4,4.4,16.4,163,163.0,0.0006060572641253,done,107.0,,False,106.27403387250882,4.188976520573843,5.0,0.0470481811765819,0.0,0.0,0.6666666666666666,0.0,0.25,18.0,0.0
589a80953496f6c0a985687b509ad9c45094fd5b,groovy,False,2003-10-31 00:28:00,groovy,,94,3,3,2,2,0.851386608511222,0.333333333333333,0.333333333333333,4.0,167,167.0,0.0031752511859223,done,86.0,,False,137.54887502163467,4.679098980851739,7.0,0.0508910014632907,0.0,0.0,0.5,0.0,0.6,12.0,0.0
110cce3295b75815370f29216257e6eafd99c702,groovy,False,2003-10-31 22:34:54,groovy,,14,8,4,4,2,1.86763389097121,0.5,12.25,32.75,177,177.0,0.0006060572641253,done,1588.0,,False,1417.7169748962035,4.870062698366951,59.0,0.0416162048171283,0.0,0.0,0.6666666666666666,1.0,0.5909090909090909,29.0,0.0
3ed2958db35093ac3942baae852ce0d153e529f6,groovy,False,2003-11-01 00:19:41,groovy,,11,0,2,2,1,0.94566030460064,1.0,0.0,27.0,179,179.0,138.0,done,1592.0,,False,1518.268758416099,4.865544789800791,61.0,0.0401773399221076,0.0,0.0,0.6875,1.0,0.5909090909090909,29.0,0.0
3ba1012170a4faa0b4ba9ef61cee1525fcbfd61c,groovy,False,2003-11-02 20:52:48,groovy,,136,47,11,9,5,2.66112497905128,0.181818181818182,3.09090909090909,17.4545454545455,183,183.0,0.201997951181083,done,2460.0,,False,1097.0759564957484,4.937853396225462,45.5,0.0465356675461417,0.0,0.0,0.5833333333333333,1.5,0.4543478260869565,21.0,0.0
76503c73ddb8d7d4c7c2dd50aea4aa96d61cc40b,groovy,False,2003-11-11 02:55:13,groovy,,40,26,3,2,1,1.11564440748741,0.666666666666667,24.0,12.666666666666698,63,63.0,54.0,done,1590.0,,False,168.4792272785831,4.501172054162085,3.0,0.0178459822702516,2.0,2.0,0.25,0.0,0.0,9.0,0.0701970443349753
449241d5fa1aeadd5eb9fa1280d4104dc0dfb891,groovy,False,2003-11-11 03:07:05,groovy,,8,6,2,1,1,0.591672778582327,1.0,3.0,35.5,64,64.0,55.0,done,2671.0,,False,430.32186391033224,4.263952557357039,8.0,0.0325487800380426,1.0,0.0,0.1904761904761904,0.3333333333333333,0.3333333333333333,13.0,0.0
3c420e1f7aa364af175279b7ccb7d4677abf66ee,groovy,False,2003-11-11 04:05:27,groovy,,7,8,3,3,1,1.33826892807646,0.666666666666667,5.66666666666667,22.0,200,200.0,153.0,done,1803.0,,False,231.75023068844817,4.39906868833515,14.333333333333334,0.0600435833297292,0.0,0.0,0.611111111111111,0.6666666666666666,0.5756613756613757,12.666666666666666,0.0
6128d56631731f853be23c5b12c973c66ded4152,groovy,False,2003-11-11 04:13:17,groovy,,21,1,2,2,2,0.976020648236615,1.0,0.0,73.5,201,201.0,0.0006060572641253,done,1701.0,,False,351.0349360462734,4.756277487252363,21.0,0.0598231054621634,1.0,0.0,0.7272727272727273,1.0,0.5454545454545454,15.0,0.0
204791e14882277a31f317f73fe3732ff94dbcaa,groovy,False,2003-11-11 23:47:13,groovy,,9,6,2,1,1,0.7219280948873621,1.0,0.0,39.0,66,66.0,57.0,done,2783.0,,False,626.2031036087235,4.982966098871589,29.0,0.0475744013815433,1.0,1.0,0.7045454545454546,0.5,0.1071428571428571,17.0,0.0
0de685ca192e9e842b28ec565711103a6a16c5ec,groovy,False,2003-11-17 09:06:41,groovy,,8,4,1,1,1,0.0,2.0,12.0,6.0,215,215.0,167.0,done,397.0,,False,550.2415647232904,5.161540611917759,22.0,0.0399824393692678,1.0,0.0,0.375,0.0,0.5454545454545454,17.0,0.0
7d9459adc275bd417586376fe3f9e566c8d60e00,groovy,False,2003-11-17 09:52:29,groovy,,2,2,1,1,1,0.0,2.0,0.0,7.0,216,216.0,168.0,done,401.0,,False,555.8562745674056,5.176760984857888,22.0,0.0395785763453357,1.0,0.0,0.5,0.0,0.5454545454545454,17.0,0.0
a1cf98a395e3defdce74ad3b59ab08451ff1abc2,groovy,False,2003-11-17 11:36:45,groovy,,19,2,2,2,1,0.998363672593813,1.0,0.5,6.0,218,218.0,170.0,done,928.0,,False,639.4729576289606,5.085980936380418,30.0,0.0470906674199011,0.0,0.0,0.6666666666666666,3.0,0.2373737373737373,17.5,0.0272727272727272
6a42b66fd29b4cc86f1c27f6662b59d7ae6fae77,groovy,False,2003-11-18 05:34:57,groovy,,2,0,1,1,1,0.0,1.0,24.0,1.0,223,223.0,175.0,done,521.0,,False,3082.720891011665,5.339553229340303,0.0,0.0,0.0,0.0,0.6428571428571429,0.0,0.0,14.0,0.0
37d2909898fc3a41758568d11597b62f71007b98,groovy,False,2003-11-19 19:10:23,groovy,,16,0,2,2,1,0.8960382325345569,0.5,0.5,3.5,226,226.0,178.0,done,205.0,,False,142.7018117963935,4.845504912049377,9.0,0.0630685755611931,0.0,0.0,1.0,2.0,0.375,19.0,0.0
5bf57d28f7eef2ae287a98f84d2e5681ee07cfb1,groovy,False,2003-11-21 00:53:13,groovy,,88,11,9,6,4,1.9470415934565,0.333333333333333,3.11111111111111,19.111111111111104,229,229.0,0.0634968926554696,done,667.0,,False,1053.1355328650368,4.84428819796808,49.5,0.0508379906497063,0.0,0.0,0.8850931677018633,1.5,0.25,14.5,0.0
22a8586051d2839b6513a3663427ea6b9f3a4767,groovy,False,2003-11-21 14:46:16,groovy,,17,3,2,2,1,0.992774453987808,1.0,15.0,17.0,73,73.0,58.0,done,1684.0,,False,1571.645394454165,4.911241425084895,24.0,0.0152706202586717,2.0,12.0,0.1818181818181818,0.0,0.1666666666666666,12.0,0.0220588235294117
99bb69f450b7d904942a7d643820f040b52b86df,groovy,False,2003-11-23 08:16:31,groovy,,6,0,1,1,1,0.0,1.0,3.0,8.0,0,0.0,0.0,done,210.0,,False,167.37179237410948,4.801413065973804,11.0,0.065721946595474,0.0,0.0,1.0,2.0,0.375,19.0,0.0
46dff37d3f9687c0bdd33ebed423f4f96e4fc8b3,groovy,False,2003-11-23 08:51:42,groovy,,29,1,2,2,1,0.650022421648354,1.5,0.0,35.5,3,3.0,3.0,done,1773.0,,False,1850.4171029574272,4.970995320238691,71.0,0.0383697274990186,0.0,0.0,0.6842105263157895,1.0,0.64,29.0,0.0229885057471264
98076bc1e9fd328febf6e3a0d3f516963b501865,groovy,False,2003-11-24 06:33:18,groovy,,6,3,3,2,1,1.3516441151533898,1.0,18.6666666666667,3.3333333333333304,6,6.0,6.0,done,117.0,,False,74.00879436282185,4.008732132691433,5.0,0.0675595386068299,0.0,0.0,1.0,1.0,0.75,19.0,0.0
bae92548df537bf7cfa7a63711e0998e41090a0b,groovy,False,2003-11-24 08:21:19,groovy,,143,0,2,2,1,0.994030211476956,1.5,0.0,6.0,7,7.0,7.0,done,929.0,,False,10690.884635032238,4.8687222103105885,129.0,0.0120663541328739,6.0,82.0,0.9,0.0,0.1818181818181818,19.0,0.0747562296858071
891443950f9204379a5b265a373fd18584a6a921,groovy,False,2003-12-02 06:12:22,groovy,,3,4,1,1,1,0.0,3.0,2.0,14.0,14,14.0,14.0,done,1032.0,,False,11182.492038195887,4.858528219253042,136.0,0.0121618687082867,6.0,85.0,0.9047619047619048,0.0,0.1818181818181818,19.0,0.090625
554f4f662a9966d665ccec126c566e67d6feaacc,groovy,False,2003-12-03 04:25:35,groovy,,29,41,1,1,1,0.0,3.0,0.0,15.0,15,15.0,15.0,done,1031.0,,False,11095.862015950344,4.8629773583119675,133.0,0.0119864504270882,6.0,86.0,0.9047619047619048,0.0,0.1818181818181818,19.0,0.0843881856540084
d325674b3bed00f6054d79da1ff2a630b8f052e1,groovy,False,2003-12-08 20:32:37,groovy,,94,63,3,2,1,0.8111785316306991,1.0,0.0,29.6666666666667,258,258.0,202.0,done,2172.0,,False,680.9888332924422,4.791616512253064,31.0,0.0424353039007009,0.5,0.0,0.725,1.25,0.334469696969697,17.5,0.0
00775b5033149348536f880d9d9fd9df5febf5cd,groovy,False,2003-12-08 22:41:07,groovy,,45,54,8,3,2,1.41266842314881,0.375,14.5,28.25,260,260.0,0.0006060572641253,done,2174.0,,False,1113.2900221478549,4.835596153199296,49.0,0.0415521961950228,0.2,0.0,0.5982982916486753,0.8,0.4524274047186932,19.0,0.0
7f8c9d36a9f8265944ab11209037a0e0373c44f5,groovy,False,2003-12-09 01:07:02,groovy,,19,5,2,1,1,0.811278124459133,0.5,0.0,1.5,262,262.0,205.0,done,308.0,,False,218.7248250995195,4.766106936231646,11.0,0.0502915020962756,1.0,0.0,1.0,1.0,0.0,17.0,0.0
83c1338d2988f95184dba2a3e9c3ba661609f2c1,groovy,False,2003-12-09 04:15:15,groovy,,36,4,2,1,1,0.970950594454669,0.5,0.0,1.5,266,266.0,208.0,done,90.0,,False,70.2846345960775,4.27006582054913,4.0,0.0560354038427344,0.0,0.0,1.0,1.0,0.6,10.5,0.0
31bf41149559b20ec59397712eebf1f3c22cc4b6,groovy,False,2003-12-10 22:01:36,groovy,,2,2,2,2,1,1.0,1.5,4.0,21.0,282,282.0,223.0,done,1446.0,,False,532.9762771526866,4.880326394146366,25.5,0.0479572572996613,0.0,0.0,0.5818181818181818,2.5,0.1454545454545454,17.5,0.0
771d7cf29ae38ebd635cc431aa2a0d0c61c4c636,groovy,False,2003-12-10 22:10:27,groovy,,39,57,4,4,3,1.35687532295125,0.75,0.25,53.75,283,283.0,0.350257444887077,done,2221.0,,False,1464.892122378033,4.983242295144308,65.0,0.0443718680761845,0.0,0.0,0.631578947368421,1.0,0.32,20.0,0.0
77a56120a15aba8b45ed2b3095a7ec7591762af5,groovy,False,2003-12-14 00:00:16,groovy,,1,1,1,1,1,0.0,1.0,47.0,1.0,304,304.0,239.0,done,71.0,,False,164.2332676057198,4.485088960804954,6.0,0.0365334020778567,0.0,0.0,0.6,0.0,0.3333333333333333,14.0,0.0
e7d1a23e85ed71782b5b883f92fa7dd472fe6919,groovy,False,2003-12-14 00:34:29,groovy,,1,1,1,1,1,0.0,3.0,0.0,95.0,305,305.0,240.0,done,2262.0,,False,196.21499122004107,4.38217532826056,14.0,0.0713503077055921,1.0,0.0,0.5714285714285714,1.0,0.5714285714285714,15.0,0.0
