commit_id,project,fix_date,buggy,fix,date,gap,target
77b260b65ba821b3443d922320cc3d9b708c8d83,camel,,False,False,2007-03-19 19:54:57,,no
a4701ac4bf5b50810914796e284b0e3f78a240bc,camel,,False,False,2007-03-19 21:22:20,,no
0a0bad2c4a35be88f7732def261a03737fab662e,camel,2013-08-22 20:31:07,True,False,2007-03-19 22:18:37,2347.0,no
4de90eba5a4628f573c5e0536ed9160b6f1ea29d,camel,,False,False,2007-03-19 22:20:25,,yes
4292f69f0afd36a7335515cc565ea41521bfa5cd,camel,,False,False,2007-03-19 22:38:18,,no
828803420828a0f2139c512ff70be26e396a5a61,camel,,False,False,2007-03-20 00:04:13,,no
b3acc118e1ba296d10053250dc055338e46854dd,camel,,False,False,2007-03-20 00:35:28,,no
b2c1576887865e197c22e9f3abf088d652a2d27c,camel,2010-06-07 11:38:52,True,False,2007-03-20 01:13:48,1175.0,no
e7c6c8095ebaff15a22d13113f9c701b498b3e22,camel,,False,False,2007-03-20 01:30:21,,no
d5e6b38aee4c69c2a1c06f032dad88a41d5e3e86,camel,,False,False,2007-03-20 03:26:09,,no
1d08974783cb0aff8ce65d318793acb2ed1ee034,camel,,False,False,2007-03-20 04:25:56,,no
e7258355bff8d51a4cc37911ab90a439a6a4e99f,camel,,False,False,2007-03-20 04:26:26,,no
b8d28505c84baabe75edfba0a43f3b2f06e19c13,camel,,False,False,2007-03-20 04:47:04,,yes
aa3e9137e1e2d52738e113c806acbc7df9b5e428,camel,,False,False,2007-03-20 04:51:00,,no
1623cf3b64c5ea2e6cb1208f0fbe9dd042527c35,camel,,False,False,2007-03-20 07:22:46,,no
1c11b66806f7dbd5d8e4eb0234862c5371001dd8,camel,,False,False,2007-03-20 08:13:35,,no
735eec22346009104003f90e74759010d2202f4e,camel,,False,False,2007-03-20 08:19:06,,no
dca7fe326efa61e6462b95b134e49bdc8ba7f81e,camel,,False,False,2007-03-20 09:22:28,,no
9bca570e177686e4eb8fddf05004ee0e3f153dff,camel,,False,False,2007-03-20 10:15:57,,no
6ef5d7fa9f92a051738ff57f2102bd7041ae3443,camel,,False,False,2007-03-20 11:00:05,,no
c399e637aa5f5b839ecdbb96fc6afb0f014a4086,camel,,False,False,2007-03-20 11:03:18,,yes
29fb3202eed1ae55836debae0afececac5780b3d,camel,,False,False,2007-03-20 11:12:45,,no
