commit_id,project,fix_date,buggy,fix,date,gap,target
cf56f8f3acbeac0ddff9ee3131ad7abe2a919ba3,cassandra,2010-08-05 17:45:56,True,False,2009-03-03 08:34:21,520.0,no
e90036f6e1b2c799bef4842f69a0df9ee5b08ec9,cassandra,,False,False,2009-03-18 15:10:48,,no
16f30f16749fe4f75c94b17aa4a4b63df4ddb825,cassandra,,False,False,2009-03-20 04:48:21,,no
283f3a08755f0f1d121c87a25ee7679b64d35d8b,cassandra,,False,False,2009-03-21 02:27:03,,no
5bea7e1772e9fd042b10abebb1e0c78579942b26,cassandra,,False,False,2009-03-21 04:44:16,,no
ff2cf35afff5a0735b1f6410f44a2a59cb7a5ca9,cassandra,,False,False,2009-03-21 04:49:11,,no
da5c6b8fc6ce179e22fb344a2dd528403fc11385,cassandra,,False,False,2009-03-21 04:49:37,,no
0237abc7659b9897f5bd90527de38c0a2fba2e54,cassandra,,False,False,2009-03-21 04:50:59,,no
01b415a15d4b6548d15ec9539dc40bc791e0a1f0,cassandra,,False,False,2009-03-21 06:04:02,,no
5506a44d0a1e04a3d471b43dcf00b21608edd50f,cassandra,,False,False,2009-03-23 03:46:02,,yes
74dcfb263ca695534ec631d8cf11f909e54a9765,cassandra,,False,False,2009-03-25 06:55:31,,no
c25dae0a2f5292661dcd90dd5ca68cd6cbaed3ed,cassandra,,False,False,2009-03-25 07:09:21,,no
af47dc8476a6e4e4856476e4acff1ac8321a6a39,cassandra,,False,False,2009-03-25 14:25:23,,yes
f25041afddf97b00e9a3bd46ce3650010f240c54,cassandra,,False,False,2009-03-27 11:18:20,,no
c08117f4cd496c2203aa01c7a3c66f7a39d1f3f9,cassandra,,False,False,2009-03-27 11:18:28,,no
f4f3ca50d84e165a909dca5608babb32df199f44,cassandra,,False,False,2009-03-27 11:18:34,,no
76bc3cc8380dfdcad05348cf87af492f1a4a2206,cassandra,,False,False,2009-03-27 11:18:39,,no
e9e08ff6b572c851ecfcfe49bc63de43dfe3ed04,cassandra,,False,False,2009-03-27 11:18:54,,yes
39d3f833f9c4e154eb157336f5e7b2a1ce9a79a3,cassandra,,False,False,2009-03-27 11:19:01,,no
fe825730bfae8f619247605ea0027a9c195c45fd,cassandra,,False,False,2009-03-27 11:19:06,,yes
ce5595793578e53cad3019f132d6ac2bdad60d31,cassandra,,False,False,2009-03-27 11:19:10,,no
abc75388a3df8de72b28a5edb830e1c19ed9ec80,cassandra,,False,False,2009-03-27 11:19:24,,no
8f56a96a699050c7cd0a29973d36a9c62166321f,cassandra,,False,False,2009-03-27 11:19:30,,no
def1edd1fe90a4a9c9eef4ef26f422ba3a21d28f,cassandra,,False,False,2009-03-27 11:19:35,,no
22c52627201873086c38ee020838f0ed4e96f843,cassandra,,False,False,2009-03-27 11:19:40,,yes
07c2d3c29dd4ef87ae0a0299a711565bfb7c30b0,cassandra,,False,False,2009-03-27 11:19:45,,yes
a9c09a85922e9962f7b7f9bb362d9f56e1e8e673,cassandra,,False,False,2009-03-27 11:19:51,,yes
ce8a73f2be0406f954f39aa6f6e20863e99e5461,cassandra,,False,False,2009-03-27 11:19:56,,no
c5b1b8ba21a434f61867b5551390da3be0a37107,cassandra,,False,False,2009-03-27 11:20:00,,yes
66dee7aaab26556561614ab056469ade85de5ebd,cassandra,,False,False,2009-03-27 11:20:08,,no
a996c8214baa4fa886071a24b8058ed1ca284686,cassandra,,False,False,2009-03-27 11:43:46,,no
41598bfead845723d5eaaacc0cf4f9372825f3a4,cassandra,,False,False,2009-03-27 11:43:53,,no
2aa0bba0d5c56289ba6ce7969d267a58e3b3e074,cassandra,,False,False,2009-03-27 11:43:57,,no
4cff66a0eebd138271f3fa5f23fae3df07a7adf7,cassandra,,False,False,2009-03-27 11:44:05,,no
ad1cc13f5613ae4b6bb07c1367750ecbf29e0477,cassandra,,False,False,2009-03-27 11:44:10,,no
20e081f2901384f0786a56fb21a181033aa8e839,cassandra,,False,False,2009-03-27 11:44:20,,no
