commit_id,LA/LT,LD/LT,LT/NF,NUC/NF,NS,NF,Entropy,FIX,NDEV,AGE,EXP,SEXP,buggy
192b631e7be302ecde822546ba70a9853ddbda01,0.0015094339622641509,0.0015094339622641509,662.5,1.25,1,2,1.0,False,1.0,0.0,19,14.0,False
449241d5fa1aeadd5eb9fa1280d4104dc0dfb891,0.002995132909022838,0.0022463496817671283,1335.5,17.75,1,2,0.591672778582327,False,1.0,3.0,64,55.0,False
a322a829a586cf03685152f06cc7025d66062202,0.07142857142857142,0.0,812.0,1.0,1,1,0.0,False,1.0,0.0,10,6.0,False
5bc34028c9e802c2219c670dbabfb7aebb91584e,0.04203821656050955,0.005095541401273885,261.6666666666667,3.1111111111111103,2,3,1.20684783199738,False,0.666666666666667,0.0,58,0.0006060572641253,False
0de685ca192e9e842b28ec565711103a6a16c5ec,0.020151133501259445,0.010075566750629723,397.0,6.0,1,1,0.0,False,2.0,12.0,215,167.0,False
77a56120a15aba8b45ed2b3095a7ec7591762af5,0.014084507042253521,0.014084507042253521,71.0,1.0,1,1,0.0,False,1.0,47.0,304,239.0,False
192543f43bf728e3ed887744fa0fcaf33dc460ed,0.0015094339622641509,0.0015094339622641509,662.5,1.75,1,2,1.0,False,1.0,0.0,20,15.0,False
860aa48934ac3eb2f6c0ec10fec7637e31ee73c2,0.015384615384615385,0.007692307692307693,130.0,1.0,1,2,0.91829583405449,False,0.5,26.0,358,277.0,False
2d670997287093043c7bb38c1857abc0651ca8d1,0.03066914498141264,0.02509293680297398,1076.0,22.0,1,1,0.0,False,2.0,0.0,1,1.0,False
7f8c9d36a9f8265944ab11209037a0e0373c44f5,0.06168831168831169,0.016233766233766232,154.0,0.75,1,2,0.811278124459133,False,0.5,0.0,262,205.0,False
a1cf98a395e3defdce74ad3b59ab08451ff1abc2,0.020474137931034482,0.0021551724137931034,464.0,3.0,1,2,0.998363672593813,False,1.0,0.5,218,170.0,False
8d9486a6a4cad4d82a114f9eb9b1a8e519e5ef0a,0.0007733952049497294,0.0007733952049497294,1293.0,69.0,1,1,0.0,False,3.0,0.0,350,273.0,False
589a80953496f6c0a985687b509ad9c45094fd5b,1.0930232558139534,0.03488372093023256,28.666666666666668,1.3333333333333333,2,3,0.851386608511222,False,0.333333333333333,0.333333333333333,167,0.0031752511859223,False
98076bc1e9fd328febf6e3a0d3f516963b501865,0.05128205128205128,0.02564102564102564,39.0,1.11111111111111,1,3,1.3516441151533898,False,1.0,18.6666666666667,6,6.0,False
22a8586051d2839b6513a3663427ea6b9f3a4767,0.010095011876484561,0.0017814726840855108,842.0,8.5,1,2,0.992774453987808,False,1.0,15.0,73,58.0,False
5d8b2c825ee3891619957b8ce4480ae1870fe825,0.02428983120625772,0.0037052284890901604,607.25,6.75,1,4,1.68863762452896,False,0.75,13.75,329,256.0,False
b6616e5fb6d537229d307cf8647ef483468175a6,0.04609929078014184,0.0017730496453900709,564.0,7.0,1,2,0.38094658570539,False,1.0,6.0,364,279.0,True
5524eac9cd6ef31fe98cbb9176ba526264a0a492,0.022504892367906065,0.0,511.0,5.5,1,2,0.8865408928220899,False,1.5,0.0,372,287.0,False
ca8bdf1f5b05e37d9bc5114dbecd0c2f5f249a38,0.00591861898890259,0.0012330456226880395,1351.6666666666667,21.333333333333332,1,3,1.07355199917306,False,1.0,1.6666666666666698,21,21.0,False
37d2909898fc3a41758568d11597b62f71007b98,0.07804878048780488,0.0,102.5,1.75,1,2,0.8960382325345569,False,0.5,0.5,226,178.0,False
3c420e1f7aa364af175279b7ccb7d4677abf66ee,0.003882418191902385,0.004437049362174155,601.0,7.333333333333333,1,3,1.33826892807646,False,0.666666666666667,5.66666666666667,200,153.0,False
90519817e9f921732cbc967f5153490461719f02,0.008137044967880086,0.0017130620985010706,2335.0,102.0,1,1,0.0,False,3.0,0.0,331,258.0,False
8b51c36c2360acfbbe7b2b572121f6d447b82a07,0.05714285714285714,0.0,70.0,1.0,1,1,0.0,False,1.0,0.0,23,3.0,False
1b3f8b9f8a7432daa6f9b49f4a703fa1097e96c4,0.01084710743801653,0.0015495867768595042,968.0,1.75,1,2,0.811278124459133,False,1.0,0.0,16,12.0,False
99bb69f450b7d904942a7d643820f040b52b86df,0.02857142857142857,0.0,210.0,8.0,1,1,0.0,False,1.0,3.0,0,0.0,False
771d7cf29ae38ebd635cc431aa2a0d0c61c4c636,0.017559657811796487,0.025664115263394866,555.25,13.4375,3,4,1.35687532295125,False,0.75,0.25,283,0.350257444887077,False
03eabc785d4d5bf11ce5cb68d142757c96d1f2ce,0.008397932816537468,0.014211886304909561,221.14285714285714,1.1632653061224485,1,7,2.51169755008322,False,0.285714285714286,0.5714285714285711,56,47.0,False
