commit_id,LA/LT,LD/LT,LT/NF,NUC/NF,NS,NF,Entropy,FIX,NDEV,AGE,EXP,SEXP,buggy
5444ef92e13b6f0cab3c9af9d43fccbea27d1cce,0.003003003003003003,0.003003003003003003,333.0,4.0,1,1,0.0,False,3.0,3.0,10,5.0,False
3516e1005a58b7da939aa7587b4fc6fc56b66ea4,0.007352941176470588,0.0,272.0,5.0,1,1,0.0,False,3.0,0.0,115,33.0,False
61ab31e758bb721d0b1982242dc343b614fd4362,0.04067321178120617,0.0182328190743338,356.5,2.25,1,2,0.958711882977132,False,1.0,0.0,118,36.0,False
507bb1bbabbf9feafb33ac42b9c52ec0f8ebfa39,0.0234375,0.0078125,128.0,1.0,1,1,0.0,False,1.0,0.0,6,4.0,False
c901884014039c467948bb7470495c32f62adefc,0.0794044665012407,0.09429280397022333,57.57142857142857,0.2448979591836728,1,7,2.03443230395063,False,0.285714285714286,8.85714285714286,91,0.0,False
57ca31fbd379f55d16ac18a57b6764dc5f33fd0d,0.9653465346534653,0.9603960396039604,3.3114754098360657,0.03359312012899754,1,61,5.475720343493742,False,0.0819672131147541,8.24590163934426,71,3.0,False
2c6156085c68facdfd288aeeb795b3b284171e9f,0.0,0.00625,320.0,2.0,1,1,0.0,False,1.0,3.0,24,18.0,False
14f96a9e6fe651a5b7c56adaccfde0e164093118,0.027210884353741496,0.006802721088435374,147.0,4.0,1,1,0.0,False,3.0,0.0,116,34.0,False
a558fef3745807fc4eb75508cd385798da4b64a5,0.034934497816593885,0.017467248908296942,76.33333333333333,0.4444444444444433,1,3,1.5545851693378,False,0.333333333333333,0.666666666666667,13,9.0,False
2c4274b997a84807d94e49a8482ec58a74388938,0.05521472392638037,0.0,163.0,3.0,1,1,0.0,False,3.0,1.0,50,17.0,False
1f3f80cf7765193b98d9b0e061e63811a7f19aca,0.03773584905660377,0.018867924528301886,53.0,1.0,1,1,0.0,False,1.0,0.0,58,42.0,False
639265de9f0f5f7be8935e8f810d54861e8c292f,0.004761904761904762,0.004761904761904762,420.0,2.0,1,1,0.0,False,2.0,1.0,2,1.0,False
ceeb3a2aa6d4a9cd409c5c6d8cb42c8dddebb43c,0.0,0.01984126984126984,252.0,0.0,1,1,0.0,False,0.0,0.0,20,2.0,False
29a6b9d1f6cfaf26c570f3ec760956ca35051bf8,0.012012012012012012,0.012012012012012012,333.0,3.0,1,1,0.0,False,2.0,1.0,9,4.0,False
77dd8fb71db89ec379f43983cd301fe946bfb2c9,0.009478672985781991,0.009478672985781991,211.0,0.0,1,1,0.0,False,0.0,0.0,117,35.0,False
4cb407cc4ba036507fe0ba7d5ad56e6d8152837c,0.015706806282722512,0.03926701570680628,382.0,2.0,1,1,0.0,False,2.0,0.0,1,1.0,False
0684e20bf6796d85ff6caca1c8950a8c3108fc6f,0.05517241379310345,0.041379310344827586,145.0,0.3333333333333333,1,3,1.02303706553288,False,0.333333333333333,15.0,42,3.0,False
5cea195af29c5987e457af197312ecbfaf6c241b,0.007614213197969543,0.0,394.0,3.0,1,1,0.0,False,3.0,5.0,52,19.0,False
f051364d6b1e2c9c2b7aafc4066770a7ea6e2825,0.07920792079207921,0.04455445544554455,202.0,3.0,1,1,0.0,False,2.0,0.0,48,34.0,False
f1bbfd320193609fad94c9ef2654c0c7b78d0aff,0.005,0.0025,400.0,1.0,1,1,0.0,False,1.0,1.0,16,10.0,False
a59fee46d54fb2bbbcb829f4756c483a0ea9f317,0.017699115044247787,0.0,339.0,5.0,1,1,0.0,False,3.0,1.0,58,22.0,False
0d6f94b93dad17328ae79cfebe3ccf3c4e16b5cb,0.006564551422319475,0.0010940919037199124,914.0,1.0,1,1,0.0,False,1.0,3.0,22,16.0,False
8f40a7eeca8772a16e45a15ef424142e4f90e129,0.0,0.021739130434782608,322.0,1.0,1,1,0.0,False,1.0,0.0,3,1.0,False
de7f650b16e6e77ea31f8967202dd8445bd64a5e,0.010568031704095112,0.003963011889035667,378.5,1.25,1,2,0.94566030460064,False,1.0,0.0,57,41.0,False
f25cc68fb1ed285563dae769d3cf1720eb0b3ecb,0.06770833333333333,0.0625,192.0,1.0,1,1,0.0,False,1.0,1.0,15,2.0,False
634ac91c3de96bdb8297c979d0b1b533d633efe0,0.01977401129943503,0.002824858757062147,354.0,2.0,1,1,0.0,False,2.0,2.0,1,1.0,False
08d4b5ff25529c8ac155ebe51cb8554cc1abded5,0.035830618892508145,0.06026058631921824,153.5,0.6875,1,4,1.0631062648921998,False,0.75,2.25,4,2.0,False
3621f25504d7c55203333615dd369bdc5f730b8f,0.008403361344537815,0.008403361344537815,119.0,3.0,1,1,0.0,False,2.0,0.0,0,0.0,False
bf65e7d3cf851b80aa2e8569b729642650f74441,0.01762114537444934,0.030837004405286344,75.66666666666667,0.8888888888888898,1,3,1.49491884823395,False,0.666666666666667,2.0,23,17.0,False
298ccf2a77bde24b2bc333cbb34acb0338435388,0.005172413793103448,0.0017241379310344827,580.0,3.0,1,1,0.0,False,1.0,0.0,30,22.0,False
5cba8d744d41f10199b1545ad82ec5b335aaf1a5,0.0015503875968992248,0.0015503875968992248,645.0,1.0,1,1,0.0,False,1.0,2.0,18,12.0,False
262a5596d9300b7aded14d550cf8f5ee80d7ac0f,0.07142857142857142,0.0,84.0,1.0,1,1,0.0,False,1.0,0.0,5,3.0,False
eac597346ca2d5d3fab8c890c24902f744892460,0.039603960396039604,0.0,101.0,1.0,1,1,0.0,False,1.0,1.0,56,40.0,False
8935d8203650883308e4d754c2c988661d7cd388,0.023722627737226276,0.014598540145985401,1096.0,6.0,1,1,0.0,False,2.0,0.0,34,12.0,False
db0855c34231e9802cb738538178ab17c9cd1c0d,0.029288702928870293,0.03347280334728033,239.0,1.0,1,1,0.0,False,1.0,2.0,20,14.0,False
b6eb3a631990fdecc2a9c3e90af969d5f1cd1b02,0.03773584905660377,0.009433962264150943,106.0,1.0,1,1,0.0,False,1.0,8.0,21,4.0,False
df6f3ba32ac3a5434d9068bb7c26533cedd54b2d,0.03324808184143223,0.005115089514066497,391.0,1.0,1,1,0.0,False,1.0,3.0,0,0.0,False
73165063467db865c26ee256210dabcb97edd5e1,0.23931623931623933,0.09401709401709402,58.5,0.5,1,2,0.999525689293649,False,0.5,1.0,14,1.0,False
0f36e0231efb8840808034e42e2cfc95004b38da,0.0019392372333548805,0.0006464124111182935,1547.0,1.0,1,1,0.0,False,1.0,3.0,0,0.0,False
acd599606e4d72f6d83342b9c561bc324fa502cf,0.022237665045170257,0.0017373175816539264,359.75,1.15625,1,8,2.77948310982084,False,0.5,45.625,571,309.0,False
1c0de6bda4dd2dd83771a33cb8ccb4c0701cbbcb,0.021052631578947368,0.007017543859649123,285.0,3.0,1,1,0.0,False,1.0,34.0,598,49.0,False
b06de590e0b63d3a20fd71f386e27c2cfd49d055,0.0005506607929515419,0.0005506607929515419,1816.0,26.0,1,1,0.0,False,4.0,4.0,380,248.0,False
d65ba8034bd10aa45b9b8f0a8cbe72034eb33e67,0.041371158392434985,0.04846335697399527,211.5,3.4375,1,4,1.27840054469407,False,0.75,13.0,434,224.0,False
937de5bd1183e63456fb79db4c8af12d3b8d3b3e,0.001736111111111111,0.001736111111111111,576.0,17.0,1,1,0.0,False,2.0,5.0,613,340.0,False
fd156f833ab35ea89e15aab7d727f92a3068aaef,0.09243697478991597,0.0546218487394958,238.0,1.0,1,1,0.0,False,1.0,5.0,12,9.0,False
d65cc6311fda826d76c1f72afdff481a70f7542e,0.0,0.005,200.0,5.0,1,1,0.0,False,2.0,11.0,388,191.0,False
d9729e86d461f551be50b9f6bebcb19f6605d62f,0.000881057268722467,0.000881057268722467,1135.0,31.0,1,1,0.0,False,5.0,0.0,340,228.0,False
6985a09ee64a83b0a36d51c6f5d55f7049970ec0,0.028846153846153848,0.009615384615384616,208.0,2.0,1,1,0.0,False,2.0,13.0,37,30.0,False
27f15fd9c583f88e22642f2248641475aa9fcee8,0.04558011049723757,0.0,362.0,8.0,1,2,0.845350936622437,False,1.5,45.0,616,402.0,False
b68267a341174e23f1369a26b318d2a84351542d,0.011049723756906077,0.011049723756906077,181.0,2.0,1,1,0.0,False,2.0,89.0,671,376.0,False
217e0c8527d636e1b92160848d8085aca0998c3f,0.0035398230088495575,0.0035398230088495575,565.0,18.0,1,1,0.0,False,3.0,0.0,341,229.0,False
09990f2eab45e9db3be0c2b1ec300f224bc0c208,0.025,0.0125,80.0,2.0,1,1,0.0,False,2.0,28.0,590,382.0,False
ead505da9837037beae4e5bd18049971d7d0473d,0.0051813471502590676,0.0034542314335060447,289.5,3.75,1,2,0.7219280948873621,False,2.0,2.5,288,133.0,False
c651ace525c7f96892ab909bffbd503679e2125e,0.0525328330206379,0.0375234521575985,533.0,41.0,1,1,0.0,False,4.0,0.0,223,200.0,False
be742f233988761f5804b572d8df2dd7838630be,0.003179650238473768,0.001589825119236884,629.0,2.0,1,1,0.0,False,1.0,0.0,513,277.0,False
c5ce043ca7015a6e007421dae20dcb781a632d55,0.020833333333333332,0.006944444444444444,144.0,1.0,1,1,0.0,False,1.0,1.0,52,6.0,False
900f6e9de1f7f075bd842d2a1ef6485b4467ac32,0.016597510373443983,0.008298755186721992,241.0,8.0,1,1,0.0,False,3.0,0.0,230,146.0,False
6a89f08c4febe6849f9931ded413d7a8b2307b2f,0.10801393728222997,0.0627177700348432,143.5,1.75,1,2,0.931304368579376,False,1.5,0.0,310,149.0,False
7dca720f93dff4b6db578259c310358f6f9067e6,0.06722689075630252,0.0,119.0,1.0,1,1,0.0,False,1.0,56.0,162,107.0,False
cfbb3c852a9bdfffd05d337a08b9d2bdf70e502f,0.014705882352941176,0.008823529411764706,170.0,1.25,1,2,0.811278124459133,False,1.0,42.5,319,210.0,False
e62711760b23dcaab41954b9911b63d11af80370,0.046511627906976744,0.023255813953488372,43.0,1.0,1,1,0.0,False,1.0,34.0,19,15.0,False
1ea430e557060809f726229ad9dffa6ee0ada649,0.01278409090909091,0.01278409090909091,352.0,7.0,1,2,0.91829583405449,False,2.0,66.5,549,297.0,False
38f7b126d65b25f7f0a6e339c92026d976a4f53d,0.21518987341772153,0.04430379746835443,158.0,2.0,1,1,0.0,False,1.0,75.0,312,151.0,False
c2a51115cd0a2efede4cb24ba2c25178c684400e,0.011552346570397111,0.011552346570397111,692.5,8.25,1,2,0.5435644431995961,False,2.0,10.5,478,250.0,False
8610db3e14758db6f55a19ec0f4f25eeff10b6f7,0.011204481792717087,0.008403361344537815,1071.0,14.0,1,1,0.0,False,4.0,1.0,46,38.0,False
51d3c8260cb9933ed62f93654b45091f42916eaa,0.01935483870967742,0.0064516129032258064,155.0,5.0,1,1,0.0,False,2.0,15.0,404,201.0,False
7d54de6504327ac06c2ffde6fd4ba7aa887a1837,0.05319148936170213,0.07446808510638298,94.0,2.0,1,1,0.0,False,1.0,32.0,673,378.0,False
257f16a0bbdc06b49253a41512fffab814b533e6,0.02834008097165992,0.032388663967611336,123.5,3.75,1,2,0.566509506552905,False,1.5,0.0,321,157.0,False
d8546c2567bb4343d0cb3af6f41d02ce6cb79657,0.0,0.0380952380952381,105.0,2.0,1,1,0.0,False,2.0,16.0,100,89.0,False
fbce65019cd8eb9716d4d3dc10b619f2df51681f,0.09859154929577464,0.028169014084507043,71.0,1.0,1,1,0.0,False,1.0,0.0,656,1.0,False
3155d41711ac1b8fc068af1dacdbf08d066ded76,0.014462809917355372,0.010330578512396695,484.0,9.0,1,1,0.0,False,4.0,0.0,52,44.0,False
beaca8a0432d99482301c71ae503605c4b81f971,0.009456264775413711,0.004728132387706856,211.5,2.5,1,2,0.91829583405449,False,1.0,15.0,155,51.0,False
ff7bee0e49928c7d6d770167f6c78fef9a4ad14f,0.005031446540880503,0.005031446540880503,795.0,33.0,1,1,0.0,False,5.0,21.0,146,47.0,False
242353b56c6519fb6ebc9b4c8bbd89f909c20a11,0.006309148264984227,0.006309148264984227,317.0,3.0,1,1,0.0,False,2.0,7.0,265,10.0,False
63ec47942331e7524ebf2d71caad50fdcd434408,0.0,0.00554016620498615,361.0,12.0,1,1,0.0,False,3.0,0.0,227,204.0,False
e582e2fd402dbcde2b77039371c6be8e35c6d4a4,0.02564102564102564,0.01282051282051282,78.0,8.0,1,1,0.0,False,3.0,3.0,197,174.0,False
93dc39b1307eda90adef910aa975c8fcd1a8df28,0.040891644523176854,0.030115146147032774,127.81132075471699,0.05517977928088283,1,53,5.23271575378893,False,0.1132075471698109,70.5471698113208,423,216.0,False
80433801272408b62b3ae6d949b2133c90d1cd85,0.00625,0.0,320.0,4.0,1,1,0.0,False,1.0,24.0,576,373.0,False
f2a80acac5f0f8b38e7abbc7f197c44d8fd34f7c,0.001996007984031936,0.001996007984031936,501.0,3.0,1,1,0.0,False,2.0,5.0,20,4.0,False
8c933fcc898ae3a186a2c0f6b87997238fbe6fbd,0.036585365853658534,0.036585365853658534,164.0,4.0,1,1,0.0,False,1.0,56.0,385,252.0,False
f82bd11751f8c3c617dc666bd6e6a16399f50c3a,0.0425531914893617,0.0,70.5,0.75,1,2,0.650022421648354,False,1.0,26.5,150,97.0,False
5c7f4b626b531f20a309e069a75d31012187e320,0.002242152466367713,0.002242152466367713,446.0,16.0,1,1,0.0,False,3.0,9.0,120,107.0,False
5159e2b9ad4c848cd0939b098aef9bbab5f0316f,0.005649717514124294,0.0,354.0,16.0,1,1,0.0,False,3.0,44.0,646,360.0,False
d96a43d400329bf126dbd9f58db692650b7a94ae,0.0007730962504831851,0.0015461925009663702,862.3333333333334,10.666666666666666,1,3,1.58496250072116,False,2.6666666666666696,28.0,617,403.0,False
f65acf552bbc15aeb68b8fbd331600aefd895dae,0.0029940119760479044,0.0,334.0,4.0,1,1,0.0,False,2.0,0.0,722,410.0,False
70f9d61313e654ee1670040e1fece57b88bfb09e,0.0070921985815602835,0.014184397163120567,141.0,2.0,1,1,0.0,False,2.0,15.0,311,204.0,False
a5ee130beafd59c5782541a61e56db0c6c3823b2,0.02857142857142857,0.007142857142857143,140.0,2.0,1,1,0.0,False,1.0,76.0,331,163.0,False
5b26cd83c91b34e9eeddd50b21d8803e89eb5918,0.17424242424242425,0.030303030303030304,132.0,1.0,1,1,0.0,False,1.0,80.0,522,1.0,False
83573a052ce037405b62ccfbd866d4c08c9e095a,0.07562189054726368,0.05771144278606965,251.25,0.4375,1,4,1.52861950894429,False,0.25,1.0,628,2.0,False
06f44c7245750bd9d099dba798ceafc10df6b6b4,0.08080808080808081,0.08080808080808081,99.0,1.0,1,1,0.0,False,1.0,47.0,132,80.0,False
fed2d6b5c7e3029d35d499a9a968ae569e731d0a,0.021505376344086023,0.021505376344086023,93.0,2.0,1,1,0.0,False,1.0,83.0,678,383.0,False
c3c0ea7265caf4bcf79082473ceba9e5526650f7,0.03571428571428571,0.07142857142857142,28.0,1.0,1,1,0.0,False,1.0,22.0,157,65.0,False
b402c79da16d2b8f2bb5a054d45beb2012188dda,0.07801418439716312,0.028368794326241134,141.0,1.0,1,1,0.0,False,1.0,6.0,393,8.0,False
6994361f80557a460c43803b5b5544a4b6956859,0.004672897196261682,0.004672897196261682,214.0,3.0,1,1,0.0,False,2.0,27.0,309,148.0,False
fb53ad9cf32cf720699537432195b186f1e15235,0.013605442176870748,0.0045351473922902496,441.0,4.0,1,1,0.0,False,2.0,4.0,7,4.0,False
89d6fd0a802d9b58306503dcd1d52c8b15ed169d,0.03546099290780142,0.0070921985815602835,141.0,3.0,1,1,0.0,False,1.0,51.0,402,261.0,False
5c03c7df969084a421e52b9d6cff95e156e03486,0.06578947368421052,0.05263157894736842,114.0,1.25,1,2,0.2285381439535281,False,1.0,44.0,408,204.0,False
4bcac89d49d5b93d534de8cb5d4ee4b5fae5bb68,0.00881057268722467,0.004405286343612335,227.0,0.0,1,1,0.0,False,0.0,0.0,102,27.0,False
e733f71b483a3d1aec17517a69b93d44a72af1d6,0.012987012987012988,0.0,77.0,1.0,1,1,0.0,False,1.0,27.0,51,43.0,False
c5f96e1db54a186cb6e8e9430d22704af418248e,0.4402332361516035,0.4897959183673469,343.0,4.0,1,1,0.0,False,2.0,28.0,77,67.0,False
4e1ec02590b821defbe3288dfc3551a4c2b18e08,0.005905511811023622,0.0,508.0,5.0,1,1,0.0,False,1.0,32.0,614,400.0,False
f2f428101bd3f35c30c2433f38eeaeba6dc4bf64,0.006349206349206349,0.0031746031746031746,315.0,15.0,1,1,0.0,False,3.0,10.0,553,299.0,False
d265b3138505b06bebdb6b2655358ad3f810ff41,0.002976190476190476,0.002976190476190476,336.0,1.0,1,1,0.0,False,1.0,8.0,17,11.0,False
38d8b832efd46214c50320a20c1e695f3ade61e3,0.013513513513513514,0.0,148.0,2.0,1,2,0.811278124459133,False,1.0,2.0,374,184.0,False
43d4e983dc3984b09655b36750f645e680c6c84d,0.003777148253068933,0.003777148253068933,1059.0,5.0,1,1,0.0,False,3.0,6.0,165,71.0,False
72555fe8346fd813337cbe6e964942cba6b3dad3,0.0,0.0026109660574412533,383.0,4.0,1,1,0.0,False,1.0,67.0,426,274.0,False
daddd413a27cf167609e452e7e689a08ed3c9d54,0.04073319755600815,0.04276985743380855,491.0,19.0,1,1,0.0,False,3.0,2.0,110,99.0,False
5a58837f8e629c3cc190fb76c34b9659309260f3,0.017543859649122806,0.07017543859649122,57.0,2.0,1,1,0.0,False,2.0,69.0,641,357.0,False
7947655e5f7b2142de869b95a02900826298855a,0.0053475935828877,0.008021390374331552,374.0,7.0,1,1,0.0,False,3.0,8.0,452,233.0,False
fbb26ba7d700bd3d04ef2277743418a06f464fb0,0.030959752321981424,0.030959752321981424,80.75,0.8125,1,4,1.92612074684268,False,0.75,27.0,176,115.0,False
e8b3bdb866d8511e7f8b12b0219b238564f50354,1.7560975609756098,0.07317073170731707,82.0,1.0,2,2,0.4999159581645279,False,0.5,0.0,61,9.41404072751784e-14,False
4d2b20b1b22b8f3177f974fbe2644d5d51575df6,0.025210084033613446,0.0,119.0,4.0,1,1,0.0,False,1.0,6.0,549,358.0,False
85df0e62d7208435531fd117c9b5b07a2377054e,0.00145985401459854,0.00291970802919708,685.0,21.0,1,1,0.0,False,5.0,0.0,1,1.0,False
1bd8c0b47fed8dcd3875a170f963352201860ed5,0.0,0.0010689470871191875,1871.0,38.0,1,1,0.0,False,4.0,0.0,572,310.0,False
1ff39dbdec7aff4d353439d308f4454a1e495593,0.16273584905660377,0.16037735849056603,212.0,3.0,1,2,0.9913352317703912,False,1.0,0.0,434,1.0,False
40926586aa8a478315583809beccda7e421c0477,0.0006253908692933083,0.0006253908692933083,1599.0,9.0,1,1,0.0,False,4.0,1.0,172,78.0,False
27ec68d22d0cfc7b8a5145d2d67b18d0b8b0b5b1,0.00946372239747634,0.0031545741324921135,158.5,2.0,2,2,0.811278124459133,False,2.5,40.0,59,0.0585860452734466,False
2df306cc7ad07b78a3ff9f2db1599a6f9297bf99,0.034782608695652174,0.008695652173913044,230.0,3.0,1,1,0.0,False,2.0,1.0,156,3.0,False
1a3021beac346600cee0c4766b9b7779f5312ff3,0.0018885741265344666,0.0018885741265344666,1059.0,6.0,1,1,0.0,False,3.0,0.0,169,75.0,False
25a50630ed3471c3351556f847a4253230356ce7,0.05323978539001238,0.04416013206768469,134.61111111111111,0.08641975308642,3,18,3.53701258254894,False,0.166666666666667,93.7222222222222,425,0.3333334033119,False
75bffcb008b4fb004a536b87d9643d3163af2304,0.002777777777777778,0.002777777777777778,360.0,6.0,1,1,0.0,False,2.0,14.0,327,217.0,False
a2fc7a2dc05aece8b6c0fcb6fba34d3f4a33f341,0.005434782608695652,0.024456521739130436,122.66666666666667,1.88888888888889,2,3,1.4353713907745302,False,1.33333333333333,1.6666666666666698,51,0.0585860452738385,False
a2ae3a9f8a2a2b0157ecab542ea330d5768a5d12,0.015209125475285171,0.019011406844106463,131.5,3.25,1,2,0.7642045065086199,False,1.5,56.5,399,199.0,False
7f1b4644af2b8a6255b7a98ad1803ca71dd284e0,0.04888888888888889,0.017777777777777778,112.5,0.75,1,2,0.91829583405449,False,1.0,61.5,204,124.0,False
f1a989da9e464b6b016e61e7e08d756f923b8d0d,0.0006393861892583121,0.0006393861892583121,1564.0,68.0,1,1,0.0,False,6.0,0.0,217,194.0,False
3d7f76719f57e50d0ee021fe1d24b4f99d4e2484,0.017857142857142856,0.0035714285714285713,280.0,7.0,1,1,0.0,False,1.0,0.0,273,178.0,False
fe3f49232108dd57af244f9545dbc342c19478e6,0.04081632653061224,0.02040816326530612,196.0,6.0,1,1,0.0,False,3.0,26.0,249,226.0,False
75270affd846c5ef6ae0c0a81ba4af1d5cd71ac8,0.058823529411764705,0.05,340.0,2.0,1,1,0.0,False,1.0,78.0,480,251.0,False
ac132020078ea98b0421edd9d8ba315561904e5b,0.21142857142857144,0.12571428571428572,87.5,0.75,1,2,0.906579548498746,False,1.0,103.0,401,260.0,False
4f6e90108f3912bc206ef7c9b69e104ed4d29bea,0.03526093088857546,0.01692524682651622,354.5,2.5,1,2,0.303374836086414,False,1.5,7.5,171,77.0,False
2faad432f3af108b600231d1b04ae260e288d2ec,0.006329113924050633,0.006329113924050633,158.0,4.0,1,1,0.0,False,1.0,6.0,388,255.0,False
c4e99fe48b9cc0597df3de9e82d8dc9c3eb5a63e,0.12416851441241686,0.07538802660753881,56.375,0.671875,5,8,2.13430384757849,False,0.75,34.5,291,0.6000640051118079,False
917927fe6da93b718774314261aaff8b1b668236,0.0045662100456621,0.00228310502283105,438.0,9.0,1,1,0.0,False,3.0,38.0,612,398.0,False
973147afb0de924d600f7103d5c885baa8d18772,0.00796812749003984,0.00398406374501992,251.0,5.0,1,1,0.0,False,3.0,14.0,103,92.0,False
e16114f99bdef263f3d79deacea32302f99cd9bf,0.022727272727272728,0.005681818181818182,352.0,15.0,1,1,0.0,False,3.0,23.0,602,332.0,False
3a59e68649ae5e36012eae1c7be2714e7fb6b656,0.008928571428571428,0.0,224.0,3.0,1,1,0.0,False,2.0,0.0,19,0.0,False
a8abf2e3912546118a693144021a9ce7f74cf02a,0.0005685048322910744,0.003979533826037522,1759.0,19.0,1,1,0.0,False,3.0,0.0,611,397.0,False
