commit_id,V,EM,EM/V,DD,DD/V,MDNL,NB,REMC,ENMC,NP,RG,ATL,RTS,buggy,NTM
70004192f1c5760b13ddc924d69596af4f6012bf,2791.1982650169216,5.53241589965228,0.0753833275844314,85.0,0.0578129652635775,3.0,5.0,1.0,0.0,2.0,1.0,8.0,0.1021897810218978,False,23.0
89af8294f42a9a16b91a09f7808653a71648718f,1055.8997497719658,5.185818875678755,0.0049112795763032,31.0,0.0293588477568015,0.0,0.0,0.8,0.0,0.0,0.25,8.342857142857143,0.0454545454545454,False,23.0
b8291d673e065fdc24d82aca9e1e4e110e8d81c2,4089.698677718669,5.500793764396361,0.311324838512029,118.0,0.1722706232293572,4.0,11.0,1.0,0.0,2.0,1.0,10.727272727272728,0.6666666666666666,False,20.0
5c869d23e977fa431a4658305d56ac496e417e67,3333.602595590323,5.216781224857726,0.184050961358586,97.0,0.0508867410154317,1.0,0.0,0.8947368421052632,0.0,4.0,1.0,8.517241379310345,0.04,False,21.0
e9aafde1f124c396f629749d9d78968614c0ad34,1705.0421957320584,5.276672819247122,0.009965811595332,76.0,0.0455031932417364,1.0,3.0,0.8181818181818182,0.0,3.0,0.5,7.619047619047619,0.1041666666666666,False,22.0
bf176b63f3ec725ec73f995b6051a689a5de8a9b,425.0821285889304,5.116788773295158,0.184050961358586,13.0,0.0535694702816359,1.0,0.0,1.0,0.0,3.0,1.0,11.25,0.0,False,25.0
7d48b5f7d52c7fd246d32a158d0ecba9d946f383,3587.339288454545,5.424219895373708,0.1173367584338035,105.0,0.0647649431105494,3.0,6.0,1.0,0.0,4.0,1.0,9.5,0.0216718266253869,False,36.0
ad743978ed62cdf18bb3f8d580deb27b9b2195a4,3047.1430778533186,5.341557832866919,0.0017529724389016,94.0,0.0308485678546548,2.0,2.0,0.896551724137931,0.0,0.0,0.8571428571428571,6.232758620689655,0.0515463917525773,False,16.0
8f3b423b73a76914af2bee72db94f177b2a3add8,1078.753810982314,5.185303426459616,0.0537515500404807,41.0,0.0500284828642273,1.0,0.0,1.0,0.0,4.0,1.0,9.59375,0.1666666666666666,False,22.0
72414e6c91cbfea5b4ef308b011cdeee69716a3f,2756.908360041284,5.529963137760499,0.1895775642619769,83.0,0.1017734820308634,3.0,5.0,0.8823529411764706,0.0,3.0,0.6666666666666666,8.363636363636363,0.15625,False,23.0
47bf7fd8bbaca22a89e7429e52dcac5a5126d38a,2470.842350501133,5.309402497824997,0.0557398611574535,89.0,0.0623347649843068,3.0,7.0,0.8666666666666667,0.0,7.0,1.0,11.2,0.12,False,28.0
3786f399a65183058e16b0ddf17e34c56c7b6d36,3895.022738556473,5.488788239328173,0.0048656738518836,113.0,0.0381688318534419,4.0,6.0,0.8571428571428571,0.0,3.0,0.7777777777777778,10.4,0.0485436893203883,False,21.0
c56582d19b3060270c3f95443d1945a2db9b8892,3454.74288599419,5.532303621755581,0.0193353673770609,100.0,0.0509487617726265,4.0,5.0,0.6666666666666666,0.0,2.0,0.7272727272727273,9.59375,0.0085836909871244,False,23.0
e3e22fe37eae6b22ba80ae24dfc7a219a119d92a,4074.270415619342,5.721924366090882,0.1583864502243968,147.0,0.0791571526906715,4.0,9.0,1.0,0.0,3.0,0.7272727272727273,10.25,0.1041666666666666,False,28.0
5a465ae05b0dc8c9bea6412f130d02cdd1a0f54d,587.6282813072752,5.035512773630228,0.0085692144742045,18.0,0.0306316094248494,1.0,0.0,0.8,0.0,2.0,0.4444444444444444,8.695652173913043,0.0689655172413793,False,20.0
656cee4138f56ab0e2caea198a63fe531c6a0916,535.0532015217825,4.534790494650386,0.1247352913838794,21.0,0.0645064276422816,0.0,0.0,1.0,0.0,1.0,0.5,8.0,0.0,False,17.0
8b387823be8fc3659782445fea63ba36bf4e0659,2380.257259447156,5.578267997957841,0.1374700625795699,90.0,0.0963549421059626,2.0,3.0,0.8,0.0,5.0,1.0,9.666666666666666,0.1842105263157894,False,22.0
ccf42acf70609e8086c3f46b5c18ca8f6c13117d,390.8093312368098,4.621050664732545,0.0255387828752129,15.0,0.0497395641279383,0.0,0.0,0.6666666666666666,0.0,1.0,0.75,10.923076923076923,0.0,False,18.0
4ebd558b41cc10348a97a2cafa03e6055a079129,4366.4843258783685,5.502849664456767,0.0837846958795237,130.0,0.0850958407367742,4.0,4.0,1.0,0.0,5.0,0.5952380952380952,7.888888888888889,0.0355987055016181,False,23.0
79e64fcc4fa035d753133cbf8d81c30b6e2c30ee,82.0447025077789,4.291611664426976,0.052308211660833,2.0,0.0243769547437919,0.0,0.0,0.4,0.0,1.0,0.0,11.0,0.0,False,17.0
ba1ef8c0c3380e264256a3e06b7eff798aa29e0e,142.62362713128297,4.475896091373714,0.0612874346673867,4.0,0.0414709792163989,1.0,0.0,0.5,0.0,1.0,0.6666666666666666,9.0,0.125,False,14.0
17cc1759fceb3ee260e18c5e11ce7598cb8c31aa,965.1468641709508,4.720335787109259,0.0048907953414571,2.0,0.0020722234866482,1.0,0.0,0.0,0.0,0.0,1.0,4.338709677419355,0.0,False,10.0
02022f99315a204b7ebfac3ccece5d913f373518,1230.8417201483862,5.545050831887213,0.0045050884619175,39.0,0.0316856337915636,1.0,0.0,0.9,0.0,4.0,0.1428571428571428,9.454545454545457,0.0,False,19.0
1596f8aa10e3af2549c406a90a04ab85447830ea,4444.363726719244,5.4925812514092165,0.1736802426130741,134.0,0.125,4.0,4.0,0.9032258064516128,0.0,3.0,1.0,11.666666666666666,0.0350318471337579,False,26.0
3f5229c66f93e6e36c36cd6793a0daefcadb55ca,842.0664636983525,5.182611514915549,0.006154634744808,29.0,0.0344390867588196,2.0,3.0,0.75,0.0,2.0,0.2,8.555555555555555,0.0,False,22.0
6da6ebed1ec106734a344d3f25c08fdcc615ab9a,2702.7229541107668,5.38376117093314,0.0415949552777637,90.0,0.0448553525737999,4.0,4.0,1.0,0.0,7.0,1.0,10.25,0.0588235294117647,False,24.0
a214798763e78b6434d87bb75b798d222b950c0d,1557.0338447997444,5.2663499357832375,0.0033822963793446,57.0,0.0366080674420606,2.0,0.0,0.5714285714285714,0.0,0.0,0.5238095238095238,7.9,0.1621621621621621,False,20.0
d60908dcf9c8c0cfb3701d1b9b5f52e8239691df,2072.2968392367825,5.1771892588850505,0.0165341536522664,43.0,0.0241379310344827,0.0,0.0,1.0,0.0,3.0,0.2307692307692307,9.076923076923077,0.0,False,17.0
356f3919e9c10a56146ab1884c2b3432c9f1f4d9,102.79858289555531,4.046886761135437,0.039367145413348,2.0,0.0194555211138661,0.0,0.0,0.0,0.0,1.0,0.1666666666666666,7.142857142857143,0.0,False,12.0
2bd1e2cac215ffdb6ee558639d0bb164b50af3e7,1767.3994572838274,4.906760186617508,0.2647751586285944,57.0,0.0644754678724236,1.0,3.0,1.0,0.0,3.0,0.625,7.166666666666667,0.2,False,18.0
e78644ed10f069a428fa28d8c6a2d6242e496430,3470.5574914345107,5.432304793204361,0.1616526668709414,108.0,0.0833333333333333,4.0,5.0,0.8529411764705882,1.0,3.0,1.0,8.891304347826088,0.1363636363636363,True,23.0
c73ddd1aa894e944a37cbcfb6e29782ccbaabcab,1283.235803116243,5.190920250823612,0.0211981669108149,63.0,0.0490946401643479,1.0,0.0,1.0,0.0,0.0,0.5555555555555556,10.0,0.1147540983606557,False,16.0
a31d0e5f31faf73b9d1b29e0099cb53220d2a523,1885.5931486656675,5.244492202299455,0.0634766877115382,39.0,0.0291832816707992,0.0,0.0,0.7222222222222222,0.0,3.0,0.3333333333333333,9.0,0.018018018018018,False,16.0
e92a4023d50f0f71c9c97c348373bb49fd718ecc,2980.217055152041,5.600645149151301,0.0018792742426157,106.0,0.0355678791303985,1.0,4.0,0.5789473684210527,0.0,5.0,0.2142857142857142,7.584158415841584,0.0674603174603174,False,21.0
c55f90590abe7d164e10f7dcdbf9ea1c5d0e4918,2061.093262725722,5.406958812673418,0.0026233450520928,84.0,0.0407550699034904,1.0,0.0,0.7333333333333333,0.0,1.0,0.4545454545454545,8.82089552238806,0.082901554404145,False,20.0
aeceb916fce5eae892932898c9641ec045eec62c,425.0821285889304,5.116788773295158,0.4048626570753288,13.0,0.0625597738873386,1.0,0.0,1.0,0.0,4.0,0.375,10.25,0.0,False,25.0
ffe660105ab9f1766d400d459f959aa4585e5b1a,940.7630170411262,5.4075370666812255,0.0496419643028846,32.0,0.0639271200647247,2.0,1.0,1.0,0.0,4.0,0.8,10.88888888888889,0.2,False,22.0
bf798cca50a330d9807671c62378245710887e4a,4173.64286478079,5.451634793286641,0.0135928004609117,128.0,0.0481685775104854,4.0,5.0,0.8928571428571429,0.0,3.0,0.8181818181818182,9.0,0.1463414634146341,False,23.0
1acbfbde1f0f3e7a656bd343c7000c24f48d15d4,185.4660401983376,4.555186248336372,0.0846693916480676,3.0,0.0412949751882696,0.0,0.0,0.6666666666666666,0.0,0.0,1.0,8.777777777777779,0.0555555555555555,False,23.0
7fff3ab5f629e07a7b6d8ff56fc32dd68c9766f3,2154.8091131901465,5.585752616709113,0.0025922261895577,73.0,0.0338777108158435,2.0,2.0,0.8717948717948718,0.0,1.0,0.5,8.013157894736842,0.0,False,22.0
3bff065d34da5603d136a7c133f28eb9068cd626,3333.602595590323,5.307723424322279,0.001592188412423,97.0,0.0290976495303643,1.0,0.0,0.8947368421052632,0.0,2.0,0.0666666666666666,8.03883495145631,0.0144927536231884,False,21.0
91de46cac15c5784aac2aac51bc6b6f54b125e04,1741.0117362077012,5.41966165278699,0.0154215412053886,55.0,0.0432140421280268,2.0,1.0,1.0,0.0,2.0,0.4,9.083333333333334,0.0666666666666666,False,28.0
6fb46437057e4934603154a2ef320a554af5acfe,302.6075250475963,5.046022651510315,0.0178866843744062,12.0,0.0425365138677351,1.0,0.0,1.0,0.0,1.0,0.4444444444444444,9.384615384615383,0.3076923076923077,False,23.0
5dc1ee32c0364dbe40dd3c08d6137776f811b6a6,826.9646833851926,5.204620616049571,0.0062936431514153,22.0,0.0266033126226656,2.0,2.0,0.4615384615384615,0.0,3.0,0.2857142857142857,7.676470588235294,0.0394736842105263,False,21.0
aa5e98f98d15857138d7e0c6015c6481c2a955ed,818.5422772082746,5.4075370666812255,0.1318145176057656,30.0,0.0963549421059626,1.0,1.0,0.8421052631578947,0.0,3.0,0.5,10.333333333333334,0.0681818181818181,False,22.0
83c09ebccc58a625088ed7de4b25cfddfdf30a47,913.8450352399012,5.167300211172648,0.0435286680721249,49.0,0.0575549919763515,0.0,0.0,1.0,0.0,4.0,0.5714285714285714,8.3125,0.4736842105263157,False,15.0
05d4458b4787555d98fd2fb2f2ab02a94af26ec2,2141.29933818582,5.5910973378029,0.6986344247631282,54.0,0.2103099178571525,2.0,2.0,1.0,1.0,3.0,1.0,10.666666666666666,0.5,False,28.0
bccf1dc26f0af20b0ec70d420990e7fd9e01c4d7,1594.4096868486806,5.360421718543868,0.0187559499328758,62.0,0.0528301886792452,1.0,0.0,1.0,0.0,7.0,0.625,8.384615384615385,0.3488372093023256,False,22.0
025ac21ab112772d00cb0a0e911f2193b260a465,201.73835003173087,4.350863912762935,0.0215668657549672,7.0,0.0346984100886072,0.0,0.0,0.8333333333333334,0.0,0.0,0.8,5.0,0.0476190476190476,False,16.0
41c71508dbc40d690cfbaa511226a703693ac87e,3382.523388397728,5.530592135198432,0.0022514029495978,115.0,0.0339982867212263,2.0,5.0,0.9607843137254902,0.0,3.0,0.8571428571428571,7.324675324675325,0.0787878787878787,False,22.0
9052780e2d9c71128ab5b49577a4bdb02eef8602,48.1057163358342,4.257756064128516,0.109537852725375,1.0,0.0262786205743534,0.0,0.0,1.0,0.0,1.0,0.0,9.666666666666666,0.0,False,18.0
33ab394d4ac5212659f9760d6435ea1ae8a6837b,538.4245227289407,4.859607990710913,0.1228313189717918,24.0,0.0946394630357186,1.0,1.0,0.7692307692307693,0.0,3.0,0.4375,8.363636363636363,0.15625,False,21.0
