commit_id,V,EM,EM/V,DD,DD/V,MDNL,NB,REMC,ENMC,NP,RG,ATL,RTS,buggy,NTM
925c425a73910bab9e40bc044329136379adadaa,649.8501278680844,5.174315774312949,0.0343710326140166,25.0,0.0746381332773416,1.0,0.0,1.0,0.0,5.0,0.5,9.923076923076923,0.1875,False,19.0
e655cad3c57b98be9ccd5645a712ff5a57dc0480,1565.942950712502,5.332324884460155,0.0623106128190059,39.0,0.0644685010767767,1.0,0.0,0.8888888888888888,0.0,5.0,0.6363636363636364,9.0,0.125,False,28.0
18a282789c4723e3c2a41960174ea55594e43d7a,2913.8316458619915,5.52026159515872,0.0018945025883695,91.0,0.0312303561289244,3.0,4.0,0.9069767441860463,0.0,0.0,0.3333333333333333,6.932692307692308,0.2103004291845493,False,19.0
11d2d6fd92acf9abc762c41e0f7b91c5acc89f4f,3424.837302450924,5.523303989436979,0.0897773216256106,112.0,0.0860085701897089,1.0,0.0,1.0,0.0,4.0,0.1818181818181818,7.136,0.0461538461538461,False,17.0
bbc3fdc9973cf02256539a794b617c9b0da5b81f,3322.2143764876973,5.507071448043833,0.0016576508388558,110.0,0.0331104460863521,1.0,0.0,0.96875,0.0,1.0,0.1818181818181818,7.008,0.046875,False,17.0
1061ac279cd4785951219c1c1631c4156de913fc,4534.479928134453,4.788347595172377,0.1279035241124719,125.0,0.034929297141576,1.0,0.0,1.0,0.0,2.0,0.375,11.263157894736842,0.3776223776223776,True,28.0
35ccdb8896e6d835b89ba604c595e2e760f090cb,169.64361252668277,4.522320894968871,0.0266577728899611,8.0,0.0471576847536284,0.0,0.0,1.0,0.0,1.0,0.6,8.714285714285714,0.1875,False,18.0
a6bc7d54791e73b06083996ab57fdba9340ae1aa,5181.934102036545,5.660721991080939,0.3020671142513256,143.0,0.1934264036172708,3.0,10.0,1.0,0.0,5.0,1.0,11.333333333333334,0.4347826086956521,True,25.0
8a22ee2a08d3d00a2085459c5f1941648a12ec98,5118.027738326266,5.655637021054531,0.086675722912519,141.0,0.0996224805896892,3.0,10.0,1.0,0.0,4.0,1.0,9.0,0.3846153846153846,False,24.0
a79aaf38e4842f419269bdebf3bd1409bac81f7e,187.9834625295674,4.583465189601646,0.113651058806689,11.0,0.0853193416032718,0.0,0.0,1.0,0.0,3.0,0.6,8.333333333333334,0.25,False,15.0
128807c962823b32bfd3f2872de1e3714b1e92f4,3258.7290011613486,5.321554140972025,0.0048285876465523,101.0,0.0417387526007275,1.0,0.0,0.7857142857142857,0.0,3.0,0.5333333333333333,8.422222222222222,0.092,False,23.0
950586dc900653ecd2521291c76ba01084c7d2da,958.6256059722868,4.769377934345952,0.0126373098812617,15.0,0.0238470908569237,0.0,0.0,0.9285714285714286,0.0,1.0,0.75,6.235294117647059,0.0,True,11.0
2e135ab9287f8babeeeddcfb7cd362f4d2b4278f,581.4448512503914,5.319163541885214,0.0275727799106671,18.0,0.0517490400535207,1.0,0.0,1.0,0.0,1.0,0.5,7.208333333333333,0.2558139534883721,True,22.0
05ae54b104502bbaac97d0bb1d09616646fed6c3,153.73110979725664,4.526989796109476,0.029447454077966,5.0,0.0325243212424218,1.0,1.0,0.75,0.0,3.0,0.0,7.7,0.2083333333333333,False,16.0
