commit_id,RII
6d070498beeba4d431a09043fd83abb96f5eff9d,0.0
cb7cacfea70bdba83c3ff8406054c826a47be832,0.0
24fcbf4a95b3635c48d7a9858dce2494f109fbd3,0.0
b9bc065e3d9a81b2cb0a0063af8589b642dc00ea,0.0
e9e08ff6b572c851ecfcfe49bc63de43dfe3ed04,0.8153846153846154
2514d6dc649c3b215b1c4921968b61f38511e2ed,0.2285714285714285
040bfd4c2903778c27093184a99fdd367810373a,0.0
ddf00a509a4793bc69bf11cf10cc8155a9371f2d,0.0
d24be7d5e7595513f298299450746acec1feb14a,0.0
44bd6cfe6a8a5520f1c41d82610ca76152f49eb1,0.8695652173913043
e1e6a6c55463c540e43c3ffeafa9285323cef926,0.0
0eef9edf1a6e7561b9e8b644f00a2dbee9891b5f,0.0536912751677852
693a8a9db8df9a59034ce23011026c48c8436e8a,0.0
cc373761dc025711eeb7c35bc64fe0881654d255,0.36
be98e4f5b50dd16ad816c5506f4fc9ce3aedaaf2,0.0
22525a8e12b7af6370caa7d42b9f416a43c7832f,1.0
e2af28a6e361ccd5bfea40171dfb84f2d0ac2291,0.0
f86d47c242ffd6834a52985aed90abd8dd5aa9a5,0.0
362178c204ea3c20fd7ea86e4e43fc154fd17061,0.0
edacc67c266fc2bef360356d360f394ea9b46154,0.0087719298245614
d52a1109745a147c5d623f68bd2bcc9735cc286e,0.0
1332c0ed656696c4a5e0dee843f02b33a35bdbf9,0.0
af47dc8476a6e4e4856476e4acff1ac8321a6a39,0.088235294117647
1453a906efa363d16c7d4385435dc4ceadca9acd,0.0
bb464c1f3703fc8b31be7859ca32e83e755a60dd,0.0
489143566d1e258b0568ad000be64733893d2c0c,0.0
0967566af3321900ff704ed89cb3d0775038b700,0.0
efae42b47e0136cb284802bfee61922472b346b5,0.0
3329f5ec9880e1008e48a70958b12d2bd2b52b64,0.0169491525423728
266e94f320b47532761bad3972e5e2a5a664ae70,0.09375
a116ef72e850b6e6830938003ae34681384a8948,0.0
fe708caa69cccecf5f373624fbf8e73a00a18983,0.6341463414634146
70e0eee7918b02a08886332d03f41f9343678073,0.0
3d6d023e68c337e553718028b949524b4edabbb3,0.0
01a2b07711d25f867ade855c5977f927afcddef2,0.0
e98ecd7afc6cba61503a26ee44dfe49452ad2b86,0.0
f3f28f8273f2d299eba2024d2b3bc33b255920c9,0.0
433a0f9089d6c6fc728bfb0d9af779c29e14e55e,0.0
ce27422729599086dffb197608ddf3e8c4b541cf,0.1931818181818181
d50facfb4901cb2ceeb50677a0b3ae1bda602f9f,0.0
798af777aea81a3fb671fab17b78a373f2e562ea,0.0
5f343039334a5d89a0f3f78d77c7df373261ef18,0.0
8e08487c26f719c1e41ae36daafb7d0be76d70b1,0.0
c5b1b8ba21a434f61867b5551390da3be0a37107,0.6341463414634146
3395efdb30be0e57dd3039993ade1d5ed691187d,0.0
4c2d91c213c00ec9b3c3ab4caf83507883b093bd,0.0
8d4b161f09445357a0ce5ea8b874ec31032b9bbe,0.0
78f7a35ae364b6741c6a2c7757faec6b3e54493d,1.0
97c022f5ee5622420e03724efe7bdc312128bc8c,0.5714285714285714
d267cf77bd9f87389997d0c4b990aa799bc6cfda,0.0
a432e180776ae4efbdc7e1aba6dec411e6fbf854,0.0
6b142021d8696c51d86a345d2cae0b5a19a20961,0.0
f21052e91684e16ef2511f288718ccbf19ec13fd,0.0
f82eb0bb54f8734ecd859b86cd4208dbe47b959f,0.25
5886b7c9ac6776538227be1fb90e566e1e2a7c81,0.0
1a66c1069520fc21984a1fe5399ea3c83b04a532,0.0138888888888888
4c76970c4afdb2e6d66830f785fb6d52f7fb9775,0.0
ad2cd9a9bad9c663563ab17d2751c6e950af2a3d,0.5714285714285714
86abfe10279ce957e3dad221b2ca6e58eea1758d,0.1886792452830188
e0f5809386760f29147ccc16910dfe4ad83e1c31,0.0
67fc385718006d7f050c8f23a7d26f836b461174,0.0
d1e78cbf843fe7a9e76a423fa3087e48aadbe568,0.015625
03f6f244a3354e7be895323d0d6825c4be8af253,0.0
fe6b6466f79fe5e4daf14dd1ae7ef7464577c359,0.0
32dc02cad64bd557808a639d9430c1a8ba9afedc,0.0
4d44ddfc995bf53d6e1fb8f224589f71ac235be4,0.0
c139871286d9a5858aec0f6e14db70379a5ced62,1.0
9e63f55890fb19108cb177318098a2e4f021f5b1,0.0
02a562a3a0fba04c94f48cd56b66af587481077a,0.0
09bc045e2674e91f57d3244b1aaeae0c1cd2c6f5,0.0
0f7e1c30126993be023d4e0992ae32d326fe0642,0.6521739130434783
c386d36a69d3abf744d4c3b1d070168f56900080,0.0
3a4a0595da64dc8875d84ba63033fc42f0eec1a5,0.0
