commit_id,V,EM,EM/V,DD,DD/V,MDNL,NB,REMC,ENMC,NP,RG,ATL,RTS,buggy,NTM
0ebc9be6d657c3ddb629c1eca8d030d45150cf29,77.70923408096293,3.822579761842492,0.0491908047615018,1.0,0.012868483544158,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,False,8.0
8d989a2a1005938a2bbd2112250e0f48582dc5aa,1230.8417201483862,5.19732045867812,0.0042225741731045,52.0,0.0422475117220848,1.0,1.0,0.875,0.0,1.0,0.4761904761904761,8.32,0.0294117647058823,False,23.0
1a4ea047e6ec7fa1b52e7e6d1fe61267ad1bc6ac,13599.866033245466,6.020279451368416,0.0004426719672569,215.0,0.015808979255709,1.0,3.0,0.5714285714285714,0.0,3.0,0.4210526315789473,8.100609756097562,0.1052631578947368,False,30.0
69fe71c48b966692ee08757069747fe76bcb5fab,1244.244452439828,5.477595989198884,0.0289321667917006,27.0,0.0589471059420355,2.0,0.0,1.0,0.0,6.0,0.1666666666666666,12.409090909090908,0.2307692307692307,False,33.0
35a903559dc267a8b2523fee12aa7a241f45ed3a,483.3089699187822,4.937246331518116,0.0102155073437759,15.0,0.0310360471946562,1.0,6.0,0.6666666666666666,0.0,2.0,0.3333333333333333,4.941176470588236,0.0,False,15.0
9dde66b52145948462e4eaff1754eaa57c9ec41e,569.3504148808913,5.239340260689382,0.0530046758246546,29.0,0.051925147207802,2.0,0.0,1.0,0.0,3.0,0.25,13.0,0.0980392156862745,False,24.0
00b26f2e05545388d8e04e80c019df32df653c93,1137.1228074467326,5.147012935754198,0.0045263474640097,27.0,0.0237441372410998,0.0,0.0,0.6190476190476191,0.0,0.0,0.375,8.68,0.046875,False,24.0
2350d01b3b8931aa9414fbd9c40fe0006f4b94a7,4817.879476480719,5.423476468132463,0.001125697829223,111.0,0.0230391815614867,1.0,1.0,0.7878787878787878,0.0,2.0,0.4193548387096774,6.811320754716981,0.060790273556231,False,27.0
cb4d2117c10c643e3cdc51a83923d3d79f261475,533.3974351909447,5.063674881915096,0.0094932494006132,19.0,0.0356207187108022,2.0,0.0,0.5833333333333334,0.0,0.0,0.3636363636363636,11.22222222222222,0.0,False,25.0
0521c258370696abb89174e6bb05a27a3acffb7f,942.1229943568356,3.8320621417512353,0.0040674754407913,41.0,0.0435187340141185,0.0,0.0,1.0,0.0,0.0,0.9230769230769232,9.393939393939394,0.0188679245283018,False,14.0
73c5e43c6c161aa18aa9e8ff2b09e582c7aedce4,1550.2635884729514,5.220163579020604,0.003367274841411,37.0,0.0238669090050975,1.0,0.0,0.7692307692307693,0.0,0.0,0.5714285714285714,9.714285714285714,0.0701754385964912,False,20.0
dd453de6f8c8ff3c378ef87bf2a357e897fbe2ac,543.6934565366378,5.119648407563785,0.0452893774732801,21.0,0.04,1.0,2.0,0.7272727272727273,0.0,1.0,0.4,12.2,0.1904761904761904,False,32.0
1955dc26452d0ca420c411d772a08711c3e2ccef,1059.218534377559,5.379213429217983,0.0491287045006406,19.0,0.0465378226926937,0.0,0.0,1.0,0.0,1.0,0.75,10.413793103448276,0.0439560439560439,False,27.0
fe868321a367cab4bdbbaed4ea857ab8b8bf9b3b,1230.8417201483862,5.407570791813454,0.0110630813600745,32.0,0.0324948250630841,4.0,2.0,0.8888888888888888,0.0,0.0,0.8461538461538461,11.923076923076923,0.2,False,31.0
7469f4b678d2ea8ad331ea5a47cdc69e4a6e6815,102.18657103125848,4.24615711897243,0.1122969189302801,3.0,0.0293580650541871,0.0,0.0,0.8,1.0,1.0,0.6,8.8,0.0,False,19.0
b65a28346fa22c22e85b4e94f50f73c3eb1a40aa,514.324992443336,5.046463748214194,0.0098118190295218,16.0,0.0311087352064905,0.0,0.0,0.8571428571428571,0.0,2.0,0.2,5.714285714285714,0.0172413793103448,False,18.0
e818a64d28a74cc867f97e1c2afb605dc5e0a49a,1176.0,4.941351344286404,0.0130931238123026,38.0,0.0448553525737999,1.0,1.0,0.9047619047619048,0.0,3.0,0.4,11.307692307692308,0.0775862068965517,False,27.0
5a988e4a81a0a40e04167f62e41f6d6755513190,798.0629785712566,4.732590337630122,0.0059300963266116,38.0,0.0476152897958379,0.0,0.0,0.6923076923076923,0.0,2.0,0.5,7.515151515151516,0.0779220779220779,False,23.0
