commit_id,project,buggy,date,repo,gap,LA,LD,NF,ND,NS,Entropy,NDEV,AGE,NUC,EXP,REXP,SEXP,target,LT
a322a829a586cf03685152f06cc7025d66062202,groovy,False,2003-09-11 23:54:46,groovy,,58,0,1,1,1,0.0,1.0,0.0,1.0,10,10.0,6.0,done,812.0
a93ff66772451264ef054ed19e98448d3f01953b,groovy,False,2003-09-11 23:58:05,groovy,,2,3,1,1,1,0.0,2.0,0.0,2.0,11,11.0,7.0,done,870.0
fae44a3dbc26273587a40250d4fa94ff8b2c22a9,groovy,False,2003-09-11 23:59:22,groovy,,2,0,1,1,1,0.0,2.0,0.0,3.0,12,12.0,8.0,done,869.0
1b3f8b9f8a7432daa6f9b49f4a703fa1097e96c4,groovy,False,2003-09-12 00:43:56,groovy,,21,3,2,2,1,0.811278124459133,1.0,0.0,3.5,16,16.0,12.0,done,1936.0
8b51c36c2360acfbbe7b2b572121f6d447b82a07,groovy,False,2003-09-12 01:01:27,groovy,,4,0,1,1,1,0.0,1.0,0.0,1.0,23,23.0,3.0,done,70.0
6ba7af92409900eb55e0dd46c9b71ea535357feb,groovy,False,2003-09-12 01:07:46,groovy,,49,9,3,3,1,0.942333447095288,0.666666666666667,0.0,1.33333333333333,24,24.0,4.0,done,603.0
192b631e7be302ecde822546ba70a9853ddbda01,groovy,False,2003-09-12 01:37:42,groovy,,2,2,2,2,1,1.0,1.0,0.0,2.5,19,19.0,14.0,done,1325.0
192543f43bf728e3ed887744fa0fcaf33dc460ed,groovy,False,2003-09-12 01:39:12,groovy,,2,2,2,2,1,1.0,1.0,0.0,3.5,20,20.0,15.0,done,1325.0
bbadbfd40824d8491df547a8b20f790830ee94a7,groovy,False,2003-09-12 01:45:19,groovy,,5,3,2,1,1,1.0,1.0,0.0,3.5,21,21.0,16.0,done,1665.0
9d244e987eb3611331b3cbebb1e936ae5e70862e,groovy,False,2003-09-12 03:17:37,groovy,,27,36,1,1,1,0.0,1.0,0.0,3.0,28,28.0,7.0,done,815.0
45504114aa13670726bd204e29c3e5a8bdc356f4,groovy,False,2003-09-12 05:04:11,groovy,,57,14,3,2,1,1.477972631911,0.666666666666667,0.0,5.66666666666667,24,24.0,19.0,done,1705.0
65f8c34b408ec4ca6ce16f35dfd47dbb100f978e,groovy,False,2003-09-12 05:12:09,groovy,,31,5,2,1,1,0.183122068301373,1.0,0.0,7.0,25,25.0,20.0,done,1736.0
eb885b0bdbf61bb0a8f37bc4dd4248c4beb9d2e3,groovy,False,2003-09-12 05:58:07,groovy,,0,4,1,1,1,0.0,2.0,0.0,9.0,28,28.0,23.0,done,1144.0
5bc34028c9e802c2219c670dbabfb7aebb91584e,groovy,False,2003-09-19 00:03:25,groovy,,33,4,3,3,2,1.20684783199738,0.666666666666667,0.0,9.33333333333333,58,58.0,0.0006060572641253,done,785.0
