commit_id,project,buggy,date,repo,gap,LA,LD,NF,ND,NS,Entropy,NDEV,AGE,NUC,EXP,REXP,SEXP,target,LT
62f30afabae369ce4a81e03457ee5999c59b9fb0,flink,False,2010-12-18 00:07:10,flink,,28,19,4,4,1,1.71107740838145,0.25,0.0,2.0,4,4.0,0.0,done,1209.0
4cdb77107316f9ece891a9b5781ecf4c10fcb041,flink,False,2010-12-23 02:37:07,flink,,6,5,1,1,1,0.0,1.0,5.0,2.0,0,0.0,0.0,done,351.0
e5a3a59b33d4d5877588e159db2f5bcea6bad7f4,flink,False,2010-12-29 05:12:45,flink,,63,13,5,5,2,1.13187741221888,0.2,10.4,2.4,14,14.0,0.07421875,done,318.0
fcf2afebfb123527f2a72be2392efb35c45ceb2a,flink,False,2010-12-29 07:00:14,flink,,120,110,25,8,1,3.51826624010137,0.08,11.16,2.28,15,15.0,10.0,done,330.0
816369425177cedc696f93b6daeedc31e601dd52,flink,False,2011-01-06 04:57:38,flink,,28,19,4,4,1,1.71107740838145,0.25,0.0,2.0,4,4.0,0.0,done,1209.0
5cf06bdfb63382cef07b26db0a63045e0e3004de,flink,False,2011-01-06 04:57:46,flink,,6,5,1,1,1,0.0,1.0,5.0,2.0,0,0.0,0.0,done,351.0
03ce1925cde3637bf51209da8d0a9dbf9fbb4eab,flink,False,2011-01-06 22:02:56,flink,,106,55,1,1,1,0.0,1.0,20.0,2.0,0,0.0,0.0,done,227.0
78cee55f0fc0c43885fc2254e2b14939e17224ee,flink,False,2011-01-08 00:44:48,flink,,2,2,1,1,1,0.0,2.0,0.0,3.0,4,4.0,3.0,done,387.0
ad802effff6a33ee7f83bb50a1099eae3c697956,flink,False,2011-01-08 02:23:31,flink,,28,57,5,4,1,1.1244266622536798,0.2,21.0,2.0,9,9.0,7.0,done,3542.0
058f5ec785c29a580216c12faab9bd7f320efdf2,flink,False,2011-01-08 03:09:29,flink,,0,30,1,1,1,0.0,1.0,21.0,2.0,11,11.0,9.0,done,1076.0
b5e21190354a1f5a8438902f0ba36d4365c28c5a,flink,False,2011-01-08 03:11:56,flink,,0,1,1,1,1,0.0,1.0,22.0,2.0,12,12.0,10.0,done,804.0
c32ad03289a65039dc694861fd456f5815ec9e71,flink,False,2011-01-10 22:00:55,flink,,1,0,1,1,1,0.0,2.0,1.0,4.0,19,19.0,17.0,done,821.0
991844b95a54903c4b8d07dad219b7e34cf9115f,flink,False,2011-01-10 22:05:27,flink,,32,23,1,1,1,0.0,3.0,2.0,4.0,20,20.0,18.0,done,387.0
5a906dedb3d3c0300b8165bb0a31df087a3e1860,flink,False,2011-01-11 22:33:06,flink,,5,41,7,3,1,2.7882311133073103,0.285714285714286,18.1428571428571,5.0,16,16.0,11.0,done,450.0
4db616f96612173258550fed83518d9455308085,flink,False,2011-01-11 23:21:44,flink,,0,3,2,2,1,0.91829583405449,1.0,10.5,5.0,18,18.0,13.0,done,277.0
bda4f9385210cf981b8c6b4626dba49ca6f68f3b,flink,False,2011-01-14 20:16:41,flink,,107,26,1,1,1,0.0,2.0,2.0,3.0,2,2.0,1.0,done,249.0
f850e77d4ba974eab8ec51636ac58a90ab472d40,flink,False,2011-01-22 04:06:11,flink,,1,1,1,1,1,0.0,2.0,1.0,3.0,58,58.0,43.0,done,104.0
d9a2914d0c3fc866e16a2cc4b67f83198a71a16c,flink,False,2011-01-22 04:18:28,flink,,1,1,1,1,1,0.0,2.0,1.0,4.0,59,59.0,44.0,done,164.0
b7da564a568c38d7d2f8c43dd4388892eb2def3c,flink,False,2011-01-25 03:52:18,flink,,4,4,1,1,1,0.0,2.0,3.0,5.0,61,61.0,46.0,done,547.0
558f8e80b761c53e1dde10c07d84cc486feb6711,flink,False,2011-01-25 18:32:00,flink,,8,1,1,1,1,0.0,2.0,3.0,5.0,62,62.0,47.0,done,451.0
cc7c32127d0419ddddadba4864ac123f0f2c0845,flink,False,2011-01-25 22:07:14,flink,,27,6,2,1,1,0.999337504168885,1.0,13.0,5.0,26,26.0,20.0,done,457.0
cb1e77871fc50ab40e010d5ce4d4ca1dd74f5f4e,flink,False,2011-01-27 05:55:43,flink,,0,2,1,1,1,0.0,2.0,15.0,9.0,29,29.0,22.0,done,276.0
d4e9af3971d2462690ce3e8d18b55e162d8c5691,flink,False,2011-01-27 22:47:44,flink,,6,0,1,1,1,0.0,2.0,0.0,4.0,11,11.0,6.0,done,357.0
c54d769f41354da7fd2953ac3d7eaea2b1ab568a,flink,False,2011-01-28 06:41:51,flink,,2,2,1,1,1,0.0,0.0,0.0,0.0,32,32.0,25.0,done,258.0
